Item Code,Task,Segment,Report,Sub task,Material Spacification,QTY,Unit,Reat,Total Amount in BDT,Remarks
,Brick Work ,4th Floor,,Contrator Bill,,"1,555.00",Sft,42.4,"65,932.00",212/ @ 20%
,Brick Work ,4th Floor,,Form Work,,,,,0.00,
,Brick Work ,4th Floor,,Nonschedule Material,,,,,0.00,
,Brick Work ,4th Floor,,Nonschedule Labour Bill,,,,,0.00,
,Brick Work ,5th Floor,,08mm Rod,,,,,0.00,
,Brick Work ,5th Floor,,10mm Rod,,350,Kg,71,"24,850.00",
,Brick Work ,5th Floor,,12mm Rod,,,,,0.00,
,Brick Work ,5th Floor,,Cement (PCC/ CEM II),,58,Bag,390,"22,620.00",
,Brick Work ,5th Floor,,Sand (FM 1.20),,360,Cft,28,"10,080.00",
,Brick Work ,5th Floor,,18mm crushed stone,,,,,0.00,
,Brick Work ,5th Floor,,12mm crushed stone,,,,,0.00,
,Brick Work ,5th Floor,,18mm Brick Chips,,90,Cft,95,"8,550.00",
,Brick Work ,5th Floor,,1st class Brick,,"11,650.00",Nos,9.5,"110,675.00",
,Brick Work ,5th Floor,,Picket Brick,,,,,0.00,
,Brick Work ,5th Floor,,Chemical ,,,,,0.00,
,Brick Work ,5th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Brick Work ,5th Floor,,Contrator Bill,,"1,572.00",Sft,44,"69,168.00",220/ @ 20%
,Brick Work ,5th Floor,,Form Work,,,,,0.00,
,Brick Work ,5th Floor,,Nonschedule Material,,,,,0.00,
,Brick Work ,5th Floor,,Nonschedule Labour Bill,,,,,0.00,
,Brick Work ,6th Floor,,08mm Rod,,,,,0.00,
,Brick Work ,6th Floor,,10mm Rod,,350,Kg,71,"24,850.00",
,Brick Work ,6th Floor,,12mm Rod,,,,,0.00,
,Brick Work ,6th Floor,,Cement (PCC/ CEM II),,58,Bag,390,"22,620.00",
,Brick Work ,6th Floor,,Sand (FM 1.20),,360,Cft,28,"10,080.00",
,Brick Work ,6th Floor,,18mm crushed stone,,,,,0.00,
,Brick Work ,6th Floor,,12mm crushed stone,,,,,0.00,
,Brick Work ,6th Floor,,18mm Brick Chips,,90,Cft,95,"8,550.00",
,Brick Work ,6th Floor,,1st class Brick,,"11,650.00",Nos,9.5,"110,675.00",
,Brick Work ,6th Floor,,Picket Brick,,,,,0.00,
,Brick Work ,6th Floor,,Chemical ,,,,,0.00,
,Brick Work ,6th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Brick Work ,6th Floor,,Contrator Bill,,"1,695.00",Sft,45.6,"77,292.00",228/ @ 20%
,Brick Work ,6th Floor,,Form Work,,,,,0.00,
,Brick Work ,6th Floor,,Nonschedule Material,,,,,0.00,
,Brick Work ,6th Floor,,Nonschedule Labour Bill,,,,,0.00,
,Brick Work ,7th Floor,,08mm Rod,,,,,0.00,
,Brick Work ,7th Floor,,10mm Rod,,350,Kg,71,"24,850.00",
,Brick Work ,7th Floor,,12mm Rod,,,,,0.00,
,Brick Work ,7th Floor,,Cement (PCC/ CEM II),,58,Bag,390,"22,620.00",
,Brick Work ,7th Floor,,Sand (FM 1.20),,360,Cft,28,"10,080.00",
,Brick Work ,7th Floor,,18mm crushed stone,,,,,0.00,
,Brick Work ,7th Floor,,12mm crushed stone,,,,,0.00,
,Brick Work ,7th Floor,,18mm Brick Chips,,90,Cft,95,"8,550.00",
,Brick Work ,7th Floor,,1st class Brick,,"11,650.00",Nos,9.5,"110,675.00",
,Brick Work ,7th Floor,,Picket Brick,,,,,0.00,
,Brick Work ,7th Floor,,Chemical ,,,,,0.00,
,Brick Work ,7th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Brick Work ,7th Floor,,Contrator Bill,,"1,588.00",Sft,47.2,"74,953.60",236/ @ 20%
,Brick Work ,7th Floor,,Form Work,,,,,0.00,
,Brick Work ,7th Floor,,Nonschedule Material,,,,,0.00,
,Brick Work ,7th Floor,,Nonschedule Labour Bill,,,,,0.00,
,Brick Work ,8th Floor,,08mm Rod,,,,,0.00,
,Brick Work ,8th Floor,,10mm Rod,,350,Kg,71,"24,850.00",
,Brick Work ,8th Floor,,12mm Rod,,,,,0.00,
,Brick Work ,8th Floor,,Cement (PCC/ CEM II),,58,Bag,390,"22,620.00",
,Brick Work ,8th Floor,,Sand (FM 1.20),,360,Cft,28,"10,080.00",
,Brick Work ,8th Floor,,18mm crushed stone,,,,,0.00,
,Brick Work ,8th Floor,,12mm crushed stone,,,,,0.00,
,Brick Work ,8th Floor,,18mm Brick Chips,,90,Cft,95,"8,550.00",
,Brick Work ,8th Floor,,1st class Brick,,"11,650.00",Nos,9.5,"110,675.00",
,Brick Work ,8th Floor,,Picket Brick,,,,,0.00,
,Brick Work ,8th Floor,,Chemical ,,,,,0.00,
,Brick Work ,8th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Brick Work ,8th Floor,,Contrator Bill,,"1,548.00",Sft,48.8,"75,542.40",244/ @ 20%
,Brick Work ,8th Floor,,Form Work,,,,,0.00,
,Brick Work ,8th Floor,,Nonschedule Material,,,,,0.00,
,Brick Work ,8th Floor,,Nonschedule Labour Bill,,,,,0.00,
,Brick Work ,Roof Top,,08mm Rod,,,,,0.00,
,Brick Work ,Roof Top,,10mm Rod,,,Kg,71,0.00,
,Brick Work ,Roof Top,,12mm Rod,,,,,0.00,
,Brick Work ,Roof Top,,Cement (PCC/ CEM II),,47,Bag,390,"18,330.00",
,Brick Work ,Roof Top,,Sand (FM 1.20),,300,Cft,28,"8,400.00",
,Brick Work ,Roof Top,,18mm crushed stone,,,,,0.00,
,Brick Work ,Roof Top,,12mm crushed stone,,,,,0.00,
,Brick Work ,Roof Top,,18mm Brick Chips,,5,Cft,95,475.00,
,Brick Work ,Roof Top,,1st class Brick,,"12,100.00",Nos,9.5,"114,950.00",
,Brick Work ,Roof Top,,Picket Brick,,,,,0.00,
,Brick Work ,Roof Top,,Chemical ,,,,,0.00,
,Brick Work ,Roof Top,,Daily Labour,,4,Nos,500,"2,000.00",
,Brick Work ,Roof Top,,Contrator Bill,,"1,548.00",Sft,28,"43,344.00",140/ @ 20%
,Brick Work ,Roof Top,,Form Work,,,,,0.00,
,Brick Work ,Roof Top,,Nonschedule Material,,,,,0.00,
,Brick Work ,Roof Top,,Nonschedule Labour Bill,,,,,0.00,
,Plaster Work,Ground Floor,,Cement (PCC/ CEM II),,46,Bag,390,"17,940.00",
,Plaster Work,Ground Floor,,Sand (FM 1.50),,275,Cft,28,"7,700.00",
,Plaster Work,Ground Floor,,Chemical ,,,Litre,,0.00,
,Plaster Work,Ground Floor,,Daily Labour,,4,Nos,500,"2,000.00",
,Plaster Work,Ground Floor,,Contrator Bill,,"1,922.00",APA,45,"86,490.00",180/ @ 25%
,Plaster Work,Ground Floor,,Contrator Bill (Boundary Wall),,"1,540.00",APA,17.5,"26,950.00",70/ @ 25%
,Plaster Work,Ground Floor,,Rent of Form Work,,,,,0.00,
,Plaster Work,1st Floor,,Cement (PCC/ CEM II),,90,Bag,390,"35,100.00",
,Plaster Work,1st Floor,,Sand (FM 1.50),,490,Cft,28,"13,720.00",
,Plaster Work,1st Floor,,Chemical ,,,Litre,,0.00,
,Plaster Work,1st Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,1st Floor,,Contrator Bill,,"1,553.00",APA,47,"72,991.00",188/ @ 25%
,Plaster Work,1st Floor,,Rent of Form Work,,,,,0.00,
,Plaster Work,2nd Floor,,Cement (PCC/ CEM II),,90,Bag,390,"35,100.00",
,Plaster Work,2nd Floor,,Sand (FM 1.50),,490,Cft,28,"13,720.00",
,Plaster Work,2nd Floor,,Chemical ,,,Litre,,0.00,
,Plaster Work,2nd Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,2nd Floor,,Contrator Bill,,"1,658.00",APA,49,"81,242.00",196/ @ 25%
,Plaster Work,2nd Floor,,Rent of Form Work,,,,,0.00,
,Plaster Work,3rd Floor,,Cement (PCC/ CEM II),,90,Bag,390,"35,100.00",
,Plaster Work,3rd Floor,,Sand (FM 1.50),,490,Cft,28,"13,720.00",
,Plaster Work,3rd Floor,,Chemical ,,,Litre,,0.00,
,Plaster Work,3rd Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,3rd Floor,,Contrator Bill,,"1,605.00",APA,51,"81,855.00",204/ @ 25%
,Plaster Work,3rd Floor,,Rent of Form Work,,,,,0.00,
,Plaster Work,4th Floor,,Cement (PCC/ CEM II),,90,Bag,390,"35,100.00",
,Plaster Work,4th Floor,,Sand (FM 1.50),,490,Cft,28,"13,720.00",
,Plaster Work,4th Floor,,Chemical ,,,Litre,,0.00,
,Plaster Work,4th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,4th Floor,,Contrator Bill,,"1,555.00",APA,53,"82,415.00",212/ @ 25%
,Plaster Work,4th Floor,,Rent of Form Work,,,,,0.00,
,Plaster Work,5th Floor,,Cement (PCC/ CEM II),,90,Bag,390,"35,100.00",
,Plaster Work,5th Floor,,Sand (FM 1.50),,490,Cft,28,"13,720.00",
,Plaster Work,5th Floor,,Chemical ,,,Litre,,0.00,
,Plaster Work,5th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,5th Floor,,Contrator Bill,,"1,572.00",APA,55,"86,460.00",220/ @ 25%
,Plaster Work,5th Floor,,Rent of Form Work,,,,,0.00,
,Plaster Work,6th Floor,,Cement (PCC/ CEM II),,90,Bag,390,"35,100.00",
,Plaster Work,6th Floor,,Sand (FM 1.50),,490,Cft,28,"13,720.00",
,Plaster Work,6th Floor,,Chemical ,,,Litre,,0.00,
,Plaster Work,6th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,6th Floor,,Contrator Bill,,"1,695.00",APA,57,"96,615.00",228/ @ 25%
,Plaster Work,6th Floor,,Rent of Form Work,,,,,0.00,
,Plaster Work,7th Floor,,Cement (PCC/ CEM II),,90,Bag,390,"35,100.00",
,Plaster Work,7th Floor,,Sand (FM 1.50),,490,Cft,28,"13,720.00",
,Plaster Work,7th Floor,,Chemical ,,,Litre,,0.00,
,Plaster Work,7th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,7th Floor,,Contrator Bill,,"1,588.00",APA,59,"93,692.00",236/ @ 25%
,Plaster Work,7th Floor,,Rent of Form Work,,,,,0.00,
,Plaster Work,8th Floor,,Cement (PCC/ CEM II),,90,Bag,390,"35,100.00",
,Plaster Work,8th Floor,,Sand (FM 1.50),,490,Cft,28,"13,720.00",
,Plaster Work,8th Floor,,Chemical ,,,Litre,,0.00,
,Plaster Work,8th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,8th Floor,,Contrator Bill,,"1,548.00",APA,61,"94,428.00",244/ @ 25%
,Plaster Work,8th Floor,,Rent of Form Work,,,,,0.00,
,Plaster Work,Roof Floor,,Cement (PCC/ CEM II),,56,Bag,390,"21,840.00",
,Plaster Work,Roof Floor,,Sand (FM 1.50),,310,Cft,28,"8,680.00",
,Plaster Work,Roof Floor,,Chemical ,,,Litre,,0.00,
,Plaster Work,Roof Floor,,Daily Labour,,4,Nos,500,"2,000.00",
,Plaster Work,Roof Floor,,Contrator Bill,,"1,548.00",APA,35,"54,180.00",140/ @ 25%
,Plaster Work,Roof Floor,,Rent of Form Work,,,,,0.00,
,Door Works,Ground Floor,,Main Door Frame,Ctg Shegun,,Pcs ,"10,500.00",0.00,1922
,Door Works,Ground Floor,,Main Door Shutter,Ctg Shegun,,Pcs ,"17,500.00",0.00,
,Door Works,Ground Floor,,Bed Room Door Frame,Shilkorai,,Pcs ,"4,500.00",0.00,
,Door Works,Ground Floor,,Bed Room Door Shutter,Veneer Flash Door,,Sft,300,0.00,
,Door Works,Ground Floor,,Kitchen Door Frame,Shilkorai,,Pcs ,"4,500.00",0.00,
,Door Works,Ground Floor,,Kitchen Door Frame Shutter,Veneer Flash Door,,Sft,300,0.00,
,Door Works,Ground Floor,,Cat Door Frame,Mehgoni (1.5X1.5),,Pcs ,900,0.00,
,Door Works,Ground Floor,,Cat Door Shutter,APCS,,Sft,120,0.00,
,Door Works,Ground Floor,,Pvc Door (Solid),APCS,,Pcs ,"5,000.00",0.00,
,Door Works,Ground Floor,,Pvc Door (Holo),APCS,1,Pcs ,"2,500.00","2,500.00",
,Door Works,Ground Floor,,Handle lock,APCS,,Pcs ,"2,400.00",0.00,
,Door Works,Ground Floor,,Round Lock,APCS,,Pcs ,700,0.00,
,Door Works,Ground Floor,,Hinge ,SS,,Pcs ,130,0.00,
,Door Works,Ground Floor,,6 inch Tower Bolt,SS,,Pcs ,100,0.00,
,Door Works,Ground Floor,,8 inch Tower Bolt,SS,,Pcs ,150,0.00,
,Door Works,Ground Floor,,Door stopper,APCS,,Pcs ,150,0.00,
,Door Works,Ground Floor,,Door Vapper,APCS,,Pcs ,20,0.00,
,Door Works,Ground Floor,,Clamp,MS,,Pcs ,20,0.00,
,Door Works,Ground Floor,,Screw,SS,,Pcs ,1,0.00,
,Door Works,Ground Floor,,Fixing & fiting Cost,APCS,,Pcs ,600,0.00,
,Door Works,1st Floor,,Main Door Frame,Ctg Shegun,1,Pcs ,"10,500.00","10,500.00",1553
,Door Works,1st Floor,,Main Door Shutter,Ctg Shegun,1,Pcs ,"17,500.00","17,500.00",
,Door Works,1st Floor,,Bed Room Door Frame,Shilkorai,3,Pcs ,"4,500.00","13,500.00",
,Door Works,1st Floor,,Bed Room Door Shutter,Veneer Flash Door,63,Sft,300,"18,900.00",
,Door Works,1st Floor,,Kitchen Door Frame,Shilkorai,1,Pcs ,"4,500.00","4,500.00",
,Door Works,1st Floor,,Kitchen Door Frame Shutter,Veneer Flash Door,19,Sft,300,"5,700.00",
,Door Works,1st Floor,,Cat Door Frame,Mehgoni (1.5X1.5),4,Pcs ,900,"3,600.00",
,Door Works,1st Floor,,Cat Door Shutter,APCS,25,Sft,120,"3,000.00",
,Door Works,1st Floor,,Pvc Door (Solid),APCS,3,Pcs ,"5,000.00","15,000.00",
,Door Works,1st Floor,,Pvc Door (Holo),APCS,1,Pcs ,"2,500.00","2,500.00",
,Door Works,1st Floor,,Handle lock,APCS,1,Pcs ,"1,800.00","1,800.00",
,Door Works,1st Floor,,Round Lock,APCS,4,Pcs ,600,"2,400.00",
,Door Works,1st Floor,,Hinge ,SS,21,Pcs ,100,"2,100.00",
,Door Works,1st Floor,,6 inch Tower Bolt,SS,5,Pcs ,100,500.00,
,Door Works,1st Floor,,8 inch Tower Bolt,SS,5,Pcs ,120,600.00,
,Door Works,1st Floor,,Door stopper,APCS,5,Pcs ,120,600.00,
,Door Works,1st Floor,,Door Vapper,APCS,4,Pcs ,20,80.00,
,Door Works,1st Floor,,Clamp,MS,30,Pcs ,20,600.00,
,Door Works,1st Floor,,Screw,SS,90,Pcs ,1,90.00,
,Door Works,1st Floor,,Fixing & fiting Cost,APCS,9,Pcs ,600,"5,400.00",
,Door Works,2nd Floor,,Main Door Frame,Ctg Shegun,1,Pcs ,"10,500.00","10,500.00",1658
,Door Works,2nd Floor,,Main Door Shutter,Ctg Shegun,1,Pcs ,"17,500.00","17,500.00",
,Door Works,2nd Floor,,Bed Room Door Frame,Shilkorai,3,Pcs ,"4,500.00","13,500.00",
,Door Works,2nd Floor,,Bed Room Door Shutter,Veneer Flash Door,63,Sft,300,"18,900.00",
,Door Works,2nd Floor,,Kitchen Door Frame,Shilkorai,1,Pcs ,"4,500.00","4,500.00",
,Door Works,2nd Floor,,Kitchen Door Frame Shutter,Veneer Flash Door,19,Sft,300,"5,700.00",
,Door Works,2nd Floor,,Cat Door Frame,Mehgoni (1.5X1.5),4,Pcs ,900,"3,600.00",
,Door Works,2nd Floor,,Cat Door Shutter,APCS,25,Sft,120,"3,000.00",
,Door Works,2nd Floor,,Pvc Door (Solid),APCS,3,Pcs ,"5,000.00","15,000.00",
,Door Works,2nd Floor,,Pvc Door (Holo),APCS,1,Pcs ,"2,500.00","2,500.00",
,Door Works,2nd Floor,,Handle lock,APCS,1,Pcs ,"1,800.00","1,800.00",
,Door Works,2nd Floor,,Round Lock,APCS,4,Pcs ,600,"2,400.00",
,Door Works,2nd Floor,,Hinge ,SS,21,Pcs ,100,"2,100.00",
,Door Works,2nd Floor,,6 inch Tower Bolt,SS,5,Pcs ,100,500.00,
,Door Works,2nd Floor,,8 inch Tower Bolt,SS,5,Pcs ,120,600.00,
,Door Works,2nd Floor,,Door stopper,APCS,5,Pcs ,120,600.00,
,Door Works,2nd Floor,,Door Vapper,APCS,4,Pcs ,20,80.00,
,Door Works,2nd Floor,,Clamp,MS,30,Pcs ,20,600.00,
,Door Works,2nd Floor,,Screw,SS,90,Pcs ,1,90.00,
,Door Works,2nd Floor,,Fixing & fiting Cost,APCS,9,Pcs ,600,"5,400.00",
,Door Works,3rd Floor,,Main Door Frame,Ctg Shegun,1,Pcs ,"10,500.00","10,500.00",1605
,Door Works,3rd Floor,,Main Door Shutter,Ctg Shegun,1,Pcs ,"17,500.00","17,500.00",
,Door Works,3rd Floor,,Bed Room Door Frame,Shilkorai,3,Pcs ,"4,500.00","13,500.00",
,Door Works,3rd Floor,,Bed Room Door Shutter,Veneer Flash Door,63,Sft,300,"18,900.00",
,Door Works,3rd Floor,,Kitchen Door Frame,Shilkorai,1,Pcs ,"4,500.00","4,500.00",
,Door Works,3rd Floor,,Kitchen Door Frame Shutter,Veneer Flash Door,19,Sft,300,"5,700.00",
,Door Works,3rd Floor,,Cat Door Frame,Mehgoni (1.5X1.5),4,Pcs ,900,"3,600.00",
,Door Works,3rd Floor,,Cat Door Shutter,APCS,25,Sft,120,"3,000.00",
,Door Works,3rd Floor,,Pvc Door (Solid),APCS,3,Pcs ,"5,000.00","15,000.00",
,Door Works,3rd Floor,,Pvc Door (Holo),APCS,1,Pcs ,"2,500.00","2,500.00",
,Door Works,3rd Floor,,Handle lock,APCS,1,Pcs ,"1,800.00","1,800.00",
,Door Works,3rd Floor,,Round Lock,APCS,4,Pcs ,600,"2,400.00",
,Door Works,3rd Floor,,Hinge ,SS,21,Pcs ,100,"2,100.00",
,Door Works,3rd Floor,,6 inch Tower Bolt,SS,5,Pcs ,100,500.00,
,Door Works,3rd Floor,,8 inch Tower Bolt,SS,5,Pcs ,120,600.00,
,Door Works,3rd Floor,,Door stopper,APCS,5,Pcs ,120,600.00,
,Door Works,3rd Floor,,Door Vapper,APCS,4,Pcs ,20,80.00,
,Door Works,3rd Floor,,Clamp,MS,30,Pcs ,20,600.00,
,Door Works,3rd Floor,,Screw,SS,90,Pcs ,1,90.00,
,Door Works,3rd Floor,,Fixing & fiting Cost,APCS,9,Pcs ,600,"5,400.00",
,Door Works,4th Floor,,Main Door Frame,Ctg Shegun,1,Pcs ,"10,500.00","10,500.00",1555
,Door Works,4th Floor,,Main Door Shutter,Ctg Shegun,1,Pcs ,"17,500.00","17,500.00",
,Door Works,4th Floor,,Bed Room Door Frame,Shilkorai,3,Pcs ,"4,500.00","13,500.00",
,Door Works,4th Floor,,Bed Room Door Shutter,Veneer Flash Door,63,Sft,300,"18,900.00",
,Door Works,4th Floor,,Kitchen Door Frame,Shilkorai,1,Pcs ,"4,500.00","4,500.00",
,Door Works,4th Floor,,Kitchen Door Frame Shutter,Veneer Flash Door,19,Sft,300,"5,700.00",
,Door Works,4th Floor,,Cat Door Frame,Mehgoni (1.5X1.5),4,Pcs ,900,"3,600.00",
,Door Works,4th Floor,,Cat Door Shutter,APCS,25,Sft,120,"3,000.00",
,Door Works,4th Floor,,Pvc Door (Solid),APCS,3,Pcs ,"5,000.00","15,000.00",
,Door Works,4th Floor,,Pvc Door (Holo),APCS,1,Pcs ,"2,500.00","2,500.00",
,Door Works,4th Floor,,Handle lock,APCS,1,Pcs ,"1,800.00","1,800.00",
,Door Works,4th Floor,,Round Lock,APCS,4,Pcs ,600,"2,400.00",
,Door Works,4th Floor,,Hinge ,SS,21,Pcs ,100,"2,100.00",
,Door Works,4th Floor,,6 inch Tower Bolt,SS,5,Pcs ,100,500.00,
,Door Works,4th Floor,,8 inch Tower Bolt,SS,5,Pcs ,120,600.00,
,Door Works,4th Floor,,Door stopper,APCS,5,Pcs ,120,600.00,
,Door Works,4th Floor,,Door Vapper,APCS,4,Pcs ,20,80.00,
,Door Works,4th Floor,,Clamp,MS,30,Pcs ,20,600.00,
,Door Works,4th Floor,,Screw,SS,90,Pcs ,1,90.00,
,Door Works,4th Floor,,Fixing & fiting Cost,APCS,9,Pcs ,600,"5,400.00",
,Door Works,5th Floor,,Main Door Frame,Ctg Shegun,1,Pcs ,"10,500.00","10,500.00",1572
,Door Works,5th Floor,,Main Door Shutter,Ctg Shegun,1,Pcs ,"17,500.00","17,500.00",
,Door Works,5th Floor,,Bed Room Door Frame,Shilkorai,3,Pcs ,"4,500.00","13,500.00",
,Door Works,5th Floor,,Bed Room Door Shutter,Veneer Flash Door,63,Sft,300,"18,900.00",
,Door Works,5th Floor,,Kitchen Door Frame,Shilkorai,1,Pcs ,"4,500.00","4,500.00",
,Door Works,5th Floor,,Kitchen Door Frame Shutter,Veneer Flash Door,19,Sft,300,"5,700.00",
,Door Works,5th Floor,,Cat Door Frame,Mehgoni (1.5X1.5),4,Pcs ,900,"3,600.00",
,Door Works,5th Floor,,Cat Door Shutter,APCS,25,Sft,120,"3,000.00",
,Door Works,5th Floor,,Pvc Door (Solid),APCS,3,Pcs ,"5,000.00","15,000.00",
,Door Works,5th Floor,,Pvc Door (Holo),APCS,1,Pcs ,"2,500.00","2,500.00",
,Door Works,5th Floor,,Handle lock,APCS,1,Pcs ,"1,800.00","1,800.00",
,Door Works,5th Floor,,Round Lock,APCS,4,Pcs ,600,"2,400.00",
,Door Works,5th Floor,,Hinge ,SS,21,Pcs ,100,"2,100.00",
,Door Works,5th Floor,,6 inch Tower Bolt,SS,5,Pcs ,100,500.00,
,Door Works,5th Floor,,8 inch Tower Bolt,SS,5,Pcs ,120,600.00,
,Door Works,5th Floor,,Door stopper,APCS,5,Pcs ,120,600.00,
,Door Works,5th Floor,,Door Vapper,APCS,4,Pcs ,20,80.00,
,Door Works,5th Floor,,Clamp,MS,30,Pcs ,20,600.00,
,Door Works,5th Floor,,Screw,SS,90,Pcs ,1,90.00,
,Door Works,5th Floor,,Fixing & fiting Cost,APCS,9,Pcs ,600,"5,400.00",
,Door Works,6th Floor,,Main Door Frame,Ctg Shegun,1,Pcs ,"10,500.00","10,500.00",1695
,Door Works,6th Floor,,Main Door Shutter,Ctg Shegun,1,Pcs ,"17,500.00","17,500.00",
,Door Works,6th Floor,,Bed Room Door Frame,Shilkorai,3,Pcs ,"4,500.00","13,500.00",
,Door Works,6th Floor,,Bed Room Door Shutter,Veneer Flash Door,63,Sft,300,"18,900.00",
,Door Works,6th Floor,,Kitchen Door Frame,Shilkorai,1,Pcs ,"4,500.00","4,500.00",
,Door Works,6th Floor,,Kitchen Door Frame Shutter,Veneer Flash Door,19,Sft,300,"5,700.00",
,Door Works,6th Floor,,Cat Door Frame,Mehgoni (1.5X1.5),4,Pcs ,900,"3,600.00",
,Door Works,6th Floor,,Cat Door Shutter,APCS,25,Sft,120,"3,000.00",
,Door Works,6th Floor,,Pvc Door (Solid),APCS,3,Pcs ,"5,000.00","15,000.00",
,Door Works,6th Floor,,Pvc Door (Holo),APCS,1,Pcs ,"2,500.00","2,500.00",
,Door Works,6th Floor,,Handle lock,APCS,1,Pcs ,"1,800.00","1,800.00",
,Door Works,6th Floor,,Round Lock,APCS,4,Pcs ,600,"2,400.00",
,Door Works,6th Floor,,Hinge ,SS,21,Pcs ,100,"2,100.00",
,Door Works,6th Floor,,6 inch Tower Bolt,SS,5,Pcs ,100,500.00,
,Door Works,6th Floor,,8 inch Tower Bolt,SS,5,Pcs ,120,600.00,
,Door Works,6th Floor,,Door stopper,APCS,5,Pcs ,120,600.00,
,Door Works,6th Floor,,Door Vapper,APCS,4,Pcs ,20,80.00,
,Door Works,6th Floor,,Clamp,MS,30,Pcs ,20,600.00,
,Door Works,6th Floor,,Screw,SS,90,Pcs ,1,90.00,
,Door Works,6th Floor,,Fixing & fiting Cost,APCS,9,Pcs ,600,"5,400.00",
,Door Works,7th Floor,,Main Door Frame,Ctg Shegun,1,Pcs ,"10,500.00","10,500.00",1588
,Door Works,7th Floor,,Main Door Shutter,Ctg Shegun,1,Pcs ,"17,500.00","17,500.00",
,Door Works,7th Floor,,Bed Room Door Frame,Shilkorai,3,Pcs ,"4,500.00","13,500.00",
,Door Works,7th Floor,,Bed Room Door Shutter,Veneer Flash Door,63,Sft,300,"18,900.00",
,Door Works,7th Floor,,Kitchen Door Frame,Shilkorai,1,Pcs ,"4,500.00","4,500.00",
,Door Works,7th Floor,,Kitchen Door Frame Shutter,Veneer Flash Door,19,Sft,300,"5,700.00",
,Door Works,7th Floor,,Cat Door Frame,Mehgoni (1.5X1.5),4,Pcs ,900,"3,600.00",
,Door Works,7th Floor,,Cat Door Shutter,APCS,25,Sft,120,"3,000.00",
,Door Works,7th Floor,,Pvc Door (Solid),APCS,3,Pcs ,"5,000.00","15,000.00",
,Door Works,7th Floor,,Pvc Door (Holo),APCS,1,Pcs ,"2,500.00","2,500.00",
,Door Works,7th Floor,,Handle lock,APCS,1,Pcs ,"1,800.00","1,800.00",
,Door Works,7th Floor,,Round Lock,APCS,4,Pcs ,600,"2,400.00",
,Door Works,7th Floor,,Hinge ,SS,21,Pcs ,100,"2,100.00",
,Door Works,7th Floor,,6 inch Tower Bolt,SS,5,Pcs ,100,500.00,
,Door Works,7th Floor,,8 inch Tower Bolt,SS,5,Pcs ,120,600.00,
,Door Works,7th Floor,,Door stopper,APCS,5,Pcs ,120,600.00,
,Door Works,7th Floor,,Door Vapper,APCS,4,Pcs ,20,80.00,
,Door Works,7th Floor,,Clamp,MS,30,Pcs ,20,600.00,
,Door Works,7th Floor,,Screw,SS,90,Pcs ,1,90.00,
,Door Works,7th Floor,,Fixing & fiting Cost,APCS,9,Pcs ,600,"5,400.00",
,Door Works,8th Floor,,Main Door Frame,Ctg Shegun,1,Pcs ,"10,500.00","10,500.00",1548
,Door Works,8th Floor,,Main Door Shutter,Ctg Shegun,1,Pcs ,"17,500.00","17,500.00",
,Door Works,8th Floor,,Bed Room Door Frame,Shilkorai,3,Pcs ,"4,500.00","13,500.00",
,Door Works,8th Floor,,Bed Room Door Shutter,Veneer Flash Door,63,Sft,300,"18,900.00",
,Door Works,8th Floor,,Kitchen Door Frame,Shilkorai,1,Pcs ,"4,500.00","4,500.00",
,Door Works,8th Floor,,Kitchen Door Frame Shutter,Veneer Flash Door,19,Sft,300,"5,700.00",
,Door Works,8th Floor,,Cat Door Frame,Mehgoni (1.5X1.5),4,Pcs ,900,"3,600.00",
,Door Works,8th Floor,,Cat Door Shutter,APCS,25,Sft,120,"3,000.00",
,Door Works,8th Floor,,Pvc Door (Solid),APCS,3,Pcs ,"5,000.00","15,000.00",
,Door Works,8th Floor,,Pvc Door (Holo),APCS,1,Pcs ,"2,500.00","2,500.00",
,Door Works,8th Floor,,Handle lock,APCS,1,Pcs ,"1,800.00","1,800.00",
,Door Works,8th Floor,,Round Lock,APCS,4,Pcs ,600,"2,400.00",
,Door Works,8th Floor,,Hinge ,SS,21,Pcs ,100,"2,100.00",
,Door Works,8th Floor,,6 inch Tower Bolt,SS,5,Pcs ,100,500.00,
,Door Works,8th Floor,,8 inch Tower Bolt,SS,5,Pcs ,120,600.00,
,Door Works,8th Floor,,Door stopper,APCS,5,Pcs ,120,600.00,
,Door Works,8th Floor,,Door Vapper,APCS,4,Pcs ,20,80.00,
,Door Works,8th Floor,,Clamp,MS,30,Pcs ,20,600.00,
