Item Code,Task,Segment,Report,Sub task,Material Spacification,QTY,Unit,Reat,Total Amount in BDT,Remarks
,Sanitary Work,Common,,"1.5""x1.5"" Upvc Tee",APCS,96,Pcs,50,"4,800.00",
,Sanitary Work,Common,,"1.5"" GI Clump",APCS,190,Pcs,10,"1,900.00",
,Sanitary Work,Common,,Star Screw ,APCS,"1,500.00",Pcs,1,"1,500.00",
,Sanitary Work,Common,,10 No Royel Plug,APCS,20,Packet,35,700,
,Sanitary Work,Common,,".5"" GI Pipe",APCS,"1,150.00",Feet,45,"51,750.00",
,Sanitary Work,Common,,".5"" GI Elbow",APCS,110,Pcs,20,"2,200.00",
,Sanitary Work,Common,,".5"" GI Plug",APCS,20,Pcs,15,300,
,Sanitary Work,Common,,".5"" GI Socket",APCS,40,Pcs,15,600,
,Sanitary Work,Common,,".5"" GI Tee",APCS,14,Pcs,20,280,
,Sanitary Work,Common,,".5"" GI Nipple",APCS,14,Pcs,20,280,
,Sanitary Work,Common,,".5"" GI Short Pics 5"" Long",APCS,18,Pcs,35,630,
,Sanitary Work,Common,,".5"" X .75"" GI Elbow",APCS,15,Pcs,28,420,
,Sanitary Work,Common,,.75 GI Gas Cock,APCS,9,Pcs,450,"4,050.00",
,Sanitary Work,Common,,".75"" GI Bone Plug",APCS,15,Pcs,15,225,
,Sanitary Work,Common,,"1"" Coil Pipe",APCS,120,Feet,16,"1,920.00",
,Sanitary Work,Common,,"1"" GI Nipple",APCS,28,Pcs,80,"2,240.00",
,Sanitary Work,Common,,s,APCS,28,Pcs,80,"2,240.00",
,Sanitary Work,Common,,"1"" GI Short Pics 5"" Long",APCS,14,Pcs,45,630,
,Sanitary Work,Common,,"1"" GI Ball Valve",APCS,12,Pcs,"1,150.00","13,800.00",
,Sanitary Work,Common,,"1.25"" GI Ball Cock",APCS,1,Pcs,"1,800.00","1,800.00",
,Sanitary Work,Common,,"1.25"" Non-neuter Valve",APCS,4,Pcs,"1,800.00","7,200.00",
,Sanitary Work,Common,,"1.5"" GI Short Pics 5"" Long",APCS,8,Pcs,65,520,
,Sanitary Work,Common,,Thread Tape,APCS,45,Pcs,15,675,
,Sanitary Fittings,Common,,Commode -1 (Master Bath),RAK,, Pcs ,"12,000.00",,
,Sanitary Fittings,Common,,Commode -2 (Others),RAK,, Pcs ,"6,000.00",,
,Sanitary Fittings,Common,,Basin-1 (Master Bath),RAK,, Pcs ,"2,800.00",,
,Sanitary Fittings,Common,,Basin-2 (Others),RAK,, Pcs ,"2,000.00",,
,Sanitary Fittings,Common,,Basin Mixture,Sattar,, Pcs ,"3,500.00",,
,Sanitary Fittings,Common,,Basin Pillar Cock,APCS,, Pcs ,"1,000.00",,
,Sanitary Fittings,Common,,Bathtub Mixture,APCS,, Pcs ,"4,500.00",,
,Sanitary Fittings,Common,,Sink,Sattar,1, Pcs ,"3,000.00","3,000.00",
,Sanitary Fittings,Common,,Sink Mixture,APCS,, Pcs ,"3,500.00",,
,Sanitary Fittings,Common,,Sink Pillar Cock,APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Common,,Basin waste,APCS,, Pcs ,250,,
,Sanitary Fittings,Common,,Sink Magic Pipe,Sarif,1, Pcs ,100,100,
,Sanitary Fittings,Common,,Basin Magic Pipe,APCS,, Pcs ,100,,
,Sanitary Fittings,Common,,Bib Cock,APCS,10, Pcs ,750,"7,500.00",
,Sanitary Fittings,Common,,Angle Stop Cork,APCS,2, Pcs ,550,"1,100.00",
,Sanitary Fittings,Common,,Connection Pipe,APCS,2, Pcs ,50,100,
,Sanitary Fittings,Common,,Glass self,APCS,1, Pcs ,550,550,
,Sanitary Fittings,Common,,Mirror,APCS,1, Pcs ,800,800,
,Sanitary Fittings,Common,,Towel rail-1 (Master Bath),APCS,, Pcs ,600,,
,Sanitary Fittings,Common,,Towel rail-2 (Others),APCS,1, Pcs ,500,500,
,Sanitary Fittings,Common,,Ring Towel rail,APCS,, Pcs ,300,,
,Sanitary Fittings,Common,,Soap Case-1 (Master Bath),APCS,, Pcs ,650,,
,Sanitary Fittings,Common,,Soap Case-2 (Others),APCS,1, Pcs ,500,500,
,Sanitary Fittings,Common,,Push Shower-1 (Master Bath),Jopex,, Pcs ,350,,
,Sanitary Fittings,Common,,Push Shower-2 (Others),Jopex,, Pcs ,250,,
,Sanitary Fittings,Common,,Paper Holder-1 (Master Bath),APCS,, Pcs ,250,,
,Sanitary Fittings,Common,,Paper Holder-2 (Others),APCS,1, Pcs ,180,180,
,Sanitary Fittings,Common,,Moving Shower-1 (Master Bath),APCS,, Pcs ,"1,000.00",,
,Sanitary Fittings,Common,,Moving Shower-2 (Others),APCS,1, Pcs ,700,700,
,Sanitary Fittings,Common,,5 Net ,APCS,15, Pcs ,450,"6,750.00",
,Sanitary Fittings,Common,,2 Net,APCS,5, Pcs ,50,250,
,Sanitary Fittings,Common,,10 mm Bush,APCS,5, Pcs ,30,150,
,Sanitary Fittings,Common,,15 mm Bush,APCS,5, Pcs ,30,150,
,Sanitary Fittings,Common,,Thread Tape,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Common,,Korean Putting,APCS,3, Pcs ,20,60,
,Sanitary Fittings,Common,,White Cement,APCS,1, Kg ,70,70,
,Sanitary Fittings,Common,,Lowdown,APCS,1, Pcs ,900,900,
,Sanitary Fittings,Common,,"Contractor Bill (GF+Roof Top, All Complete)",,1, Job ,"50,000.00","50,000.00",
,Sanitary Fittings,Common,,Commode -1 (Master Bath),RAK,2, Pcs ,"16,500.00","33,000.00",
,Sanitary Fittings,Common,,Commode -2 (Others),RAK,3, Pcs ,"8,500.00","25,500.00",
,Sanitary Fittings,Common,,Basin-1 (Master Bath),RAK,2, Pcs ,"3,500.00","7,000.00",
,Sanitary Fittings,Common,,Basin-2 (Others),RAK,5, Pcs ,"3,500.00","17,500.00",
,Sanitary Fittings,Common,,Basin Mixture,Sattar,7, Pcs ,"4,590.00","32,130.00",
,Sanitary Fittings,Common,,Shower enclosure,APCS,2, nos ,"35,000.00","70,000.00",
,Sanitary Fittings,Common,,Sink,APCS,2, Pcs ,"5,500.00","11,000.00",
,Sanitary Fittings,Common,,Sink Mixture,Sattar,2, Pcs ,"4,300.00","8,600.00",
,Sanitary Fittings,Common,,Sink waste,APCS,2, Pcs ,250,500,
,Sanitary Fittings,Common,,Basin waste,APCS,7, Pcs ,250,"1,750.00",
,Sanitary Fittings,Common,,Sink Magic Pipe,APCS,2, Pcs ,100,200,
,Sanitary Fittings,Common,,Basin Magic Pipe,APCS,7, Pcs ,100,700,
,Sanitary Fittings,Common,,Bib Cock,Sarif,6, Pcs ,900,"5,400.00",
,Sanitary Fittings,Common,,Angle Stop Cork,APCS,30, Pcs ,850,"25,500.00",
,Sanitary Fittings,Common,,Connection Pipe,APCS,28, Pcs ,100,"2,800.00",
,Sanitary Fittings,Common,,Glass self,APCS,5, Pcs ,890,"4,450.00",
,Sanitary Fittings,Common,,Mirror,APCS,7, Pcs ,"1,550.00","10,850.00",
,Sanitary Fittings,Common,,Towel rail-1 (Master Bath),APCS,2, Pcs ,"1,200.00","2,400.00",
,Sanitary Fittings,Common,,Towel rail-2 (Others),APCS,5, Pcs ,"1,000.00","5,000.00",
,Sanitary Fittings,Common,,Ring Towel rail,APCS,2, Pcs ,850,"1,700.00",
,Sanitary Fittings,Common,,Soap Case-1 (Master Bath),APCS,2, Pcs ,"1,200.00","2,400.00",
,Sanitary Fittings,Common,,Soap Case-2 (Others),APCS,5, Pcs ,"1,200.00","6,000.00",
,Sanitary Fittings,Common,,Push Shower-1 (Master Bath),Jopex,2, Pcs ,"8,500.00","17,000.00",
,Sanitary Fittings,Common,,Push Shower-2 (Others),Jopex,5, Pcs ,"8,500.00","42,500.00",
,Sanitary Fittings,Common,,Paper Holder-1 (Master Bath),APCS,2, Pcs ,870,"1,740.00",
,Sanitary Fittings,Common,,Paper Holder-2 (Others),APCS,5, Pcs ,870,"4,350.00",
,Sanitary Fittings,Common,,Moving Shower-1 (Master Bath),APCS,2, Pcs ,"1,000.00","2,000.00",
,Sanitary Fittings,Common,,Moving Shower-2 (Others),APCS,5, Pcs ,"1,000.00","5,000.00",
,Sanitary Fittings,Common,,5 Net ,APCS,9, Pcs ,890,"8,010.00",
,Sanitary Fittings,Common,,2 Net,APCS,7, Pcs ,50,350,
,Sanitary Fittings,Common,,10 mm Bush,APCS,20, Pcs ,30,600,
,Sanitary Fittings,Common,,15 mm Bush,APCS,20, Pcs ,30,600,
,Sanitary Fittings,Common,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Common,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Common,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Common,,Lowdown,APCS,2, Pcs ,900,"1,800.00",
,Sanitary Fittings,Common,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Common,,Commode -1 (Master Bath),RAK,1, Pcs ,"16,500.00","16,500.00",
,Sanitary Fittings,Common,,Commode -2 (Others),RAK,3, Pcs ,"8,500.00","25,500.00",
,Sanitary Fittings,Common,,Basin-1 (Master Bath),RAK,1, Pcs ,"3,500.00","3,500.00",
,Sanitary Fittings,Common,,Basin-2 (Others),RAK,4, Pcs ,"3,500.00","14,000.00",
,Sanitary Fittings,Common,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Common,,Bathtub Mixture,APCS,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Common,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Common,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Common,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Common,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Common,,Bib Cock,Sarif,3, Pcs ,900,"2,700.00",
,Sanitary Fittings,Common,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Common,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Common,,Glass self,APCS,5, Pcs ,"1,200.00","6,000.00",
,Sanitary Fittings,Common,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Common,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,200.00","1,200.00",
,Sanitary Fittings,Common,,Towel rail-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,Ring Towel rail,APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,450.00","1,450.00",
,Sanitary Fittings,Common,,Soap Case-2 (Others),APCS,4, Pcs ,"1,450.00","5,800.00",
,Sanitary Fittings,Common,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Push Shower-2 (Others),Jopex,3, Pcs ,850,"2,550.00",
,Sanitary Fittings,Common,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Common,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Common,,2 Net,APCS,7, Pcs ,50,350,
,Sanitary Fittings,Common,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Common,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Common,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Common,,Lowdown,APCS,1, Pcs ,900,900,
,Sanitary Fittings,Common,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Common,,Commode -1 (Master Bath),RAK,1, Pcs ,"16,500.00","16,500.00",
,Sanitary Fittings,Common,,Commode -2 (Others),RAK,3, Pcs ,"8,500.00","25,500.00",
,Sanitary Fittings,Common,,Basin-1 (Master Bath),RAK,1, Pcs ,"3,500.00","3,500.00",
,Sanitary Fittings,Common,,Basin-2 (Others),RAK,4, Pcs ,"3,500.00","14,000.00",
,Sanitary Fittings,Common,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Common,,Shower enclosure,APCS,1, Pcs ,"42,000.00","42,000.00",
,Sanitary Fittings,Common,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Common,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Common,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Common,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Common,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Common,,Bib Cock,Sarif,3, Pcs ,900,"2,700.00",
,Sanitary Fittings,Common,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Common,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Common,,Glass self,APCS,5, Pcs ,"1,200.00","6,000.00",
,Sanitary Fittings,Common,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Common,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,200.00","1,200.00",
,Sanitary Fittings,Common,,Towel rail-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,Ring Towel rail,APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,450.00","1,450.00",
,Sanitary Fittings,Common,,Soap Case-2 (Others),APCS,4, Pcs ,"1,450.00","5,800.00",
,Sanitary Fittings,Common,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Push Shower-2 (Others),Jopex,3, Pcs ,850,"2,550.00",
,Sanitary Fittings,Common,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Common,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Common,,2 Net,APCS,7, Pcs ,50,350,
,Sanitary Fittings,Common,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Common,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Common,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Common,,Lowdown,APCS,1, Pcs ,900,900,
,Sanitary Fittings,Common,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Common,,Commode -1 (Master Bath),RAK,1, Pcs ,"16,500.00","16,500.00",
,Sanitary Fittings,Common,,Commode -2 (Others),RAK,3, Pcs ,"8,500.00","25,500.00",
,Sanitary Fittings,Common,,Basin-1 (Master Bath),RAK,1, Pcs ,"3,500.00","3,500.00",
,Sanitary Fittings,Common,,Basin-2 (Others),RAK,4, Pcs ,"3,500.00","14,000.00",
,Sanitary Fittings,Common,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Common,,Bathtub Mixture,APCS,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Common,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Common,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Common,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Common,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Common,,Bib Cock,Sarif,3, Pcs ,900,"2,700.00",
,Sanitary Fittings,Common,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Common,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Common,,Glass self,APCS,5, Pcs ,"1,200.00","6,000.00",
,Sanitary Fittings,Common,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Common,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,200.00","1,200.00",
,Sanitary Fittings,Common,,Towel rail-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,Ring Towel rail,APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,450.00","1,450.00",
,Sanitary Fittings,Common,,Soap Case-2 (Others),APCS,4, Pcs ,"1,450.00","5,800.00",
,Sanitary Fittings,Common,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Push Shower-2 (Others),Jopex,3, Pcs ,850,"2,550.00",
,Sanitary Fittings,Common,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Common,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Common,,2 Net,APCS,7, Pcs ,50,350,
,Sanitary Fittings,Common,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Common,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Common,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Common,,Lowdown,APCS,1, Pcs ,900,900,
,Sanitary Fittings,Common,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Common,,Commode -1 (Master Bath),RAK,1, Pcs ,"16,500.00","16,500.00",
,Sanitary Fittings,Common,,Commode -2 (Others),RAK,3, Pcs ,"8,500.00","25,500.00",
,Sanitary Fittings,Common,,Basin-1 (Master Bath),RAK,1, Pcs ,"3,500.00","3,500.00",
,Sanitary Fittings,Common,,Basin-2 (Others),RAK,4, Pcs ,"3,500.00","14,000.00",
,Sanitary Fittings,Common,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Common,,Bathtub Mixture,APCS,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Common,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Common,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Common,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Common,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Common,,Bib Cock,Sarif,3, Pcs ,900,"2,700.00",
,Sanitary Fittings,Common,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Common,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Common,,Glass self,APCS,5, Pcs ,"1,200.00","6,000.00",
,Sanitary Fittings,Common,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Common,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,200.00","1,200.00",
,Sanitary Fittings,Common,,Towel rail-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,Ring Towel rail,APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,450.00","1,450.00",
,Sanitary Fittings,Common,,Soap Case-2 (Others),APCS,4, Pcs ,"1,450.00","5,800.00",
,Sanitary Fittings,Common,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Push Shower-2 (Others),Jopex,3, Pcs ,850,"2,550.00",
,Sanitary Fittings,Common,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Common,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Common,,2 Net,APCS,7, Pcs ,50,350,
,Sanitary Fittings,Common,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Common,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Common,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Common,,Lowdown,APCS,1, Pcs ,900,900,
,Sanitary Fittings,Common,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Common,,Commode -1 (Master Bath),RAK,2, Pcs ,"25,000.00","50,000.00",
,Sanitary Fittings,Common,,Commode -2 (Others),RAK,2, Pcs ,"8,500.00","17,000.00",
,Sanitary Fittings,Common,,Basin-1 (Master Bath),RAK,2, Pcs ,"15,500.00","31,000.00",
,Sanitary Fittings,Common,,Basin-2 (Others),RAK,3, Pcs ,"4,500.00","13,500.00",
,Sanitary Fittings,Common,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Common,,Shower enclosure,APCS,1, Pcs ,"42,000.00","42,000.00",
,Sanitary Fittings,Common,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Common,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Common,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Common,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Common,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Common,,Bib Cock,Sarif,3, Pcs ,890,"2,670.00",
,Sanitary Fittings,Common,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Common,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Common,,Glass self,APCS,5, Pcs ,"1,250.00","6,250.00",
,Sanitary Fittings,Common,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Common,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,250.00","1,250.00",
,Sanitary Fittings,Common,,Towel rail-2 (Others),APCS,4, Pcs ,"1,100.00","4,400.00",
,Sanitary Fittings,Common,,Ring Towel rail,APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,250.00","1,250.00",
,Sanitary Fittings,Common,,Soap Case-2 (Others),APCS,4, Pcs ,"1,250.00","5,000.00",
,Sanitary Fittings,Common,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Push Shower-2 (Others),Jopex,3, Pcs ,"1,000.00","3,000.00",
,Sanitary Fittings,Common,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Common,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Common,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Common,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Common,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Common,,2 Net,APCS,7, Pcs ,100,700,
,Sanitary Fittings,Common,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Common,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Common,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Common,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Common,,Lowdown,APCS,1, Pcs ,"1,500.00","1,500.00",
,Sanitary Fittings,Common,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Common,,Commode -1 (Master Bath),RAK,2, Pcs ,"25,000.00","50,000.00",
,Sanitary Fittings,Common,,Commode -2 (Others),RAK,2, Pcs ,"8,500.00","17,000.00",
,Sanitary Fittings,Common,,Basin-1 (Master Bath),RAK,2, Pcs ,"15,500.00","31,000.00",
,Sanitary Fittings,Common,,Basin-2 (Others),RAK,3, Pcs ,"4,500.00","13,500.00",
,Sanitary Fittings,Common,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Common,,Shower enclosure,APCS,1, Pcs ,"42,000.00","42,000.00",
,Sanitary Fittings,Common,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Common,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Common,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Common,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Common,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Common,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Common,,Bib Cock,Sarif,3, Pcs ,890,"2,670.00",
,Sanitary Fittings,Common,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Common,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Common,,Glass self,APCS,5, Pcs ,"1,250.00","6,250.00",
,Sanitary Fittings,Common,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
