Item Code,Task,Segment,Report,Sub task,Material Spacification,QTY,Unit,Reat,Total Amount in BDT,Remarks
,Sanitary Work,Ground Floor,,".75"" PPR Ball Valbe",APCS,45,Pcs,250,"11,250.00",
,Sanitary Work,Ground Floor,,".5"" x .75"" PPR Female Tee",APCS,260,Pcs,155,"40,300.00",
,Sanitary Work,Ground Floor,,".5"" x .75"" PPR Female Elbow",APCS,420,Pcs,95,"39,900.00",
,Sanitary Work,Ground Floor,,".5"" x .75"" PPR Female Socket",APCS,20,Pcs,110,"2,200.00",
,Sanitary Work,Ground Floor,,".5"" x .75"" PPR Male Socket",APCS,200,Pcs,110,"22,000.00",
,Sanitary Work,Ground Floor,,".5"" Shower Mixture",APCS,33,Pcs,"5,890.00","194,370.00",
,Sanitary Work,Ground Floor,,".5"" Consil Stop Cock",APCS,9,Pcs,"1,050.00","9,450.00",
,Sanitary Work,Ground Floor,,Ceramic Pan,APCS,9, Pcs ,"1,200.00","10,800.00",
,Sanitary Work,Ground Floor,,Thread Tape,APCS,100,Pcs,15,"1,500.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1"" PPR Pipe",APCS,360,Feet,36,"12,960.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1"" PPR Elbow",APCS,12,Pcs,20,240,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1"" PPR Cap ",APCS,10,Pcs,18,180,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1"" Clump",APCS,50,Pcs,15,750,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1"" PPR Male Socket",APCS,8,Pcs,180,"1,440.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1"" PPR Plen Socket",APCS,24,Pcs,16,384,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5"" PPR Pipe",APCS,660,Feet,75,"49,500.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5"" PPR Elbow",APCS,46,Pcs,20,920,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5"" PPR Plen Socket",APCS,18,Pcs,37,666,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5 "" Clump",APCS,120,Pcs,15,"1,800.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5"" PPR Ball valve",APCS,6,Pcs,530,"3,180.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5""x.75"" PPR Tee",APCS,60,Pcs,65,"3,900.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5""x.75"" PPR R Socket",APCS,6,Pcs,38,228,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5""x.75"" PPR Elbow",APCS,8,Pcs,115,920,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5""x1"" PPR R Socket",APCS,8,Pcs,48,384,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"2"" PPR Pipe",APCS,200,Feet,115,"23,000.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"2"" PPR Elbow",APCS,8,Pcs,120,960,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"2"" PPR Socket ",APCS,10,Pcs,52,520,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"2"" PPR Ball Valve",APCS,2,Pcs,"1,070.00","2,140.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"2"" PPR  Male Socket",APCS,4,Pcs,590,"2,360.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"2""x1.5 PPR Elbow",APCS,2,Pcs,225,450,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"2""x1.5 PPR Tee",APCS,6,Pcs,120,720,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"24"" Ring Caver ",APCS,6,Pcs,"1,800.00","10,800.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"12"" Ring Caver",APCS,20,Pcs,"1,400.00","28,000.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"6"" Upvc Pipe B Class",APCS,560,Feet,180,"100,800.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"4"" Upvc Pipe B Class",APCS,"2,200.00",Feet,90,"198,000.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"4"" Upvc Offset",APCS,42,Pcs,170,"7,140.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"4"" Upvc Back Door Tee",APCS,112,Pcs,170,"19,040.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"4"" Upvc Plain Tee",APCS,36,Pcs,140,"5,040.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"4"" Upvc Side Door Band",APCS,170,Pcs,130,"22,100.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"4"" Upvc Plain Band",APCS,170,Pcs,90,"15,300.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"4"" Upvc Long Trup",APCS,100,Pcs,230,"23,000.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"4"" Upvc Cowel",APCS,18,Pcs,35,630,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"4"" Upvc Socket",APCS,6,Pcs,70,420,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"4"" GI Clump",APCS,220,Pcs,30,"6,600.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"4""x2"" Upvc Y Tee",APCS,54,Pcs,160,"8,640.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"2"" Upvc Pipe B Class",APCS,620,Feet,50,"31,000.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"2"" Upvc Plain Band",APCS,18,Pcs,55,990,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"2"" Upvc Socket",APCS,6,Pcs,50,300,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"2"" Upvc Y Tee",APCS,54,Pcs,48,"2,592.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"2"" Upvc Cowel",APCS,8,Pcs,25,200,
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5"" Upvc Pipe B Class",APCS,"2,300.00",Feet,15,"34,500.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5"" Upvc Y Tee",APCS,50,Pcs,50,"2,500.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5"" Upvc Plain Band",APCS,122,Pcs,20,"2,440.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5""x1.5"" Upvc Tee",APCS,96,Pcs,50,"4,800.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,"1.5"" GI Clump",APCS,190,Pcs,10,"1,900.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,Star Screw ,APCS,"1,500.00",Pcs,1,"1,500.00",
,Sanitary Work,Vertical  Pipe Wiring (All Floor),,10 No Royel Plug,APCS,20,Packet,35,700,
,Sanitary Work,Gas  Pipe Wiring (All Floor),,".5"" GI Pipe",APCS,"1,150.00",Feet,45,"51,750.00",
,Sanitary Work,Gas  Pipe Wiring (All Floor),,".5"" GI Elbow",APCS,110,Pcs,20,"2,200.00",
,Sanitary Work,Gas  Pipe Wiring (All Floor),,".5"" GI Plug",APCS,20,Pcs,15,300,
,Sanitary Work,Gas  Pipe Wiring (All Floor),,".5"" GI Socket",APCS,40,Pcs,15,600,
,Sanitary Work,Gas  Pipe Wiring (All Floor),,".5"" GI Tee",APCS,14,Pcs,20,280,
,Sanitary Work,Gas  Pipe Wiring (All Floor),,".5"" GI Nipple",APCS,14,Pcs,20,280,
,Sanitary Work,Gas  Pipe Wiring (All Floor),,".5"" GI Short Pics 5"" Long",APCS,18,Pcs,35,630,
,Sanitary Work,Gas  Pipe Wiring (All Floor),,".5"" X .75"" GI Elbow",APCS,15,Pcs,28,420,
,Sanitary Work,Gas  Pipe Wiring (All Floor),,.75 GI Gas Cock,APCS,9,Pcs,450,"4,050.00",
,Sanitary Work,Gas  Pipe Wiring (All Floor),,".75"" GI Bone Plug",APCS,15,Pcs,15,225,
,Sanitary Work,Gas  Pipe Wiring (All Floor),,"1"" Coil Pipe",APCS,120,Feet,16,"1,920.00",
,Sanitary Work,Gas  Pipe Wiring (All Floor),,"1"" GI Nipple",APCS,28,Pcs,80,"2,240.00",
,Sanitary Work,Gas  Pipe Wiring (All Floor),,s,APCS,28,Pcs,80,"2,240.00",
,Sanitary Work,Gas  Pipe Wiring (All Floor),,"1"" GI Short Pics 5"" Long",APCS,14,Pcs,45,630,
,Sanitary Work,Gas  Pipe Wiring (All Floor),,"1"" GI Ball Valve",APCS,12,Pcs,"1,150.00","13,800.00",
,Sanitary Work,Gas  Pipe Wiring (All Floor),,"1.25"" GI Ball Cock",APCS,1,Pcs,"1,800.00","1,800.00",
,Sanitary Work,Gas  Pipe Wiring (All Floor),,"1.25"" Non-neuter Valve",APCS,4,Pcs,"1,800.00","7,200.00",
,Sanitary Work,Gas  Pipe Wiring (All Floor),,"1.5"" GI Short Pics 5"" Long",APCS,8,Pcs,65,520,
,Sanitary Work,Gas  Pipe Wiring (All Floor),,Thread Tape,APCS,45,Pcs,15,675,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Commode -1 (Master Bath),RAK,, Pcs ,"12,000.00",,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Commode -2 (Others),RAK,, Pcs ,"6,000.00",,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Basin-1 (Master Bath),RAK,, Pcs ,"2,800.00",,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Basin-2 (Others),RAK,, Pcs ,"2,000.00",,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Basin Mixture,Sattar,, Pcs ,"3,500.00",,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Basin Pillar Cock,APCS,, Pcs ,"1,000.00",,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Bathtub Mixture,APCS,, Pcs ,"4,500.00",,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Sink,Sattar,1, Pcs ,"3,000.00","3,000.00",
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Sink Mixture,APCS,, Pcs ,"3,500.00",,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Sink Pillar Cock,APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Basin waste,APCS,, Pcs ,250,,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Sink Magic Pipe,Sarif,1, Pcs ,100,100,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Basin Magic Pipe,APCS,, Pcs ,100,,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Bib Cock,APCS,10, Pcs ,750,"7,500.00",
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Angle Stop Cork,APCS,2, Pcs ,550,"1,100.00",
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Connection Pipe,APCS,2, Pcs ,50,100,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Glass self,APCS,1, Pcs ,550,550,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Mirror,APCS,1, Pcs ,800,800,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Towel rail-1 (Master Bath),APCS,, Pcs ,600,,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Towel rail-2 (Others),APCS,1, Pcs ,500,500,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Ring Towel rail,APCS,, Pcs ,300,,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Soap Case-1 (Master Bath),APCS,, Pcs ,650,,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Soap Case-2 (Others),APCS,1, Pcs ,500,500,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Push Shower-1 (Master Bath),Jopex,, Pcs ,350,,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Push Shower-2 (Others),Jopex,, Pcs ,250,,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Paper Holder-1 (Master Bath),APCS,, Pcs ,250,,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Paper Holder-2 (Others),APCS,1, Pcs ,180,180,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Moving Shower-1 (Master Bath),APCS,, Pcs ,"1,000.00",,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Moving Shower-2 (Others),APCS,1, Pcs ,700,700,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,5 Net ,APCS,15, Pcs ,450,"6,750.00",
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,2 Net,APCS,5, Pcs ,50,250,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,10 mm Bush,APCS,5, Pcs ,30,150,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,15 mm Bush,APCS,5, Pcs ,30,150,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Thread Tape,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Korean Putting,APCS,3, Pcs ,20,60,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,White Cement,APCS,1, Kg ,70,70,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,Lowdown,APCS,1, Pcs ,900,900,
,Sanitary Fittings,Finishing Metarial Ground Floor to 7th Floor,,"Contractor Bill (GF+Roof Top, All Complete)",,1, Job ,"50,000.00","50,000.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Commode -1 (Master Bath),RAK,2, Pcs ,"16,500.00","33,000.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Commode -2 (Others),RAK,3, Pcs ,"8,500.00","25,500.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Basin-1 (Master Bath),RAK,2, Pcs ,"3,500.00","7,000.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Basin-2 (Others),RAK,5, Pcs ,"3,500.00","17,500.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Basin Mixture,Sattar,7, Pcs ,"4,590.00","32,130.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Shower enclosure,APCS,2, nos ,"35,000.00","70,000.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Sink,APCS,2, Pcs ,"5,500.00","11,000.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Sink Mixture,Sattar,2, Pcs ,"4,300.00","8,600.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Sink waste,APCS,2, Pcs ,250,500,
,Sanitary Fittings,Finishing Metarial 1st Floor,,Basin waste,APCS,7, Pcs ,250,"1,750.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Sink Magic Pipe,APCS,2, Pcs ,100,200,
,Sanitary Fittings,Finishing Metarial 1st Floor,,Basin Magic Pipe,APCS,7, Pcs ,100,700,
,Sanitary Fittings,Finishing Metarial 1st Floor,,Bib Cock,Sarif,6, Pcs ,900,"5,400.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Angle Stop Cork,APCS,30, Pcs ,850,"25,500.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Connection Pipe,APCS,28, Pcs ,100,"2,800.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Glass self,APCS,5, Pcs ,890,"4,450.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Mirror,APCS,7, Pcs ,"1,550.00","10,850.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Towel rail-1 (Master Bath),APCS,2, Pcs ,"1,200.00","2,400.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Towel rail-2 (Others),APCS,5, Pcs ,"1,000.00","5,000.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Ring Towel rail,APCS,2, Pcs ,850,"1,700.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Soap Case-1 (Master Bath),APCS,2, Pcs ,"1,200.00","2,400.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Soap Case-2 (Others),APCS,5, Pcs ,"1,200.00","6,000.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Push Shower-1 (Master Bath),Jopex,2, Pcs ,"8,500.00","17,000.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Push Shower-2 (Others),Jopex,5, Pcs ,"8,500.00","42,500.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Paper Holder-1 (Master Bath),APCS,2, Pcs ,870,"1,740.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Paper Holder-2 (Others),APCS,5, Pcs ,870,"4,350.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Moving Shower-1 (Master Bath),APCS,2, Pcs ,"1,000.00","2,000.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Moving Shower-2 (Others),APCS,5, Pcs ,"1,000.00","5,000.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,5 Net ,APCS,9, Pcs ,890,"8,010.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,2 Net,APCS,7, Pcs ,50,350,
,Sanitary Fittings,Finishing Metarial 1st Floor,,10 mm Bush,APCS,20, Pcs ,30,600,
,Sanitary Fittings,Finishing Metarial 1st Floor,,15 mm Bush,APCS,20, Pcs ,30,600,
,Sanitary Fittings,Finishing Metarial 1st Floor,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Finishing Metarial 1st Floor,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Finishing Metarial 1st Floor,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Finishing Metarial 1st Floor,,Lowdown,APCS,2, Pcs ,900,"1,800.00",
,Sanitary Fittings,Finishing Metarial 1st Floor,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Commode -1 (Master Bath),RAK,1, Pcs ,"16,500.00","16,500.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Commode -2 (Others),RAK,3, Pcs ,"8,500.00","25,500.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Basin-1 (Master Bath),RAK,1, Pcs ,"3,500.00","3,500.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Basin-2 (Others),RAK,4, Pcs ,"3,500.00","14,000.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Bathtub Mixture,APCS,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Bib Cock,Sarif,3, Pcs ,900,"2,700.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Glass self,APCS,5, Pcs ,"1,200.00","6,000.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,200.00","1,200.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Towel rail-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Ring Towel rail,APCS,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,450.00","1,450.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Soap Case-2 (Others),APCS,4, Pcs ,"1,450.00","5,800.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Push Shower-2 (Others),Jopex,3, Pcs ,850,"2,550.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Finishing Metarial 2nd Floor,,2 Net,APCS,7, Pcs ,50,350,
,Sanitary Fittings,Finishing Metarial 2nd Floor,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Finishing Metarial 2nd Floor,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Finishing Metarial 2nd Floor,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Lowdown,APCS,1, Pcs ,900,900,
,Sanitary Fittings,Finishing Metarial 2nd Floor,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Commode -1 (Master Bath),RAK,1, Pcs ,"16,500.00","16,500.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Commode -2 (Others),RAK,3, Pcs ,"8,500.00","25,500.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Basin-1 (Master Bath),RAK,1, Pcs ,"3,500.00","3,500.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Basin-2 (Others),RAK,4, Pcs ,"3,500.00","14,000.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Basin Mixture,Sattar,5, Pcs ,"4,500.00","22,500.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Shower enclosure,APCS,1, Pcs ,"42,000.00","42,000.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Sink,APCS,1, Pcs ,"5,500.00","5,500.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Sink Mixture,Sattar,1, Pcs ,"4,500.00","4,500.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Sink waste,APCS,1, Pcs ,250,250,
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Basin waste,APCS,5, Pcs ,250,"1,250.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Sink Magic Pipe,APCS,1, Pcs ,100,100,
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Basin Magic Pipe,APCS,5, Pcs ,100,500,
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Bib Cock,Sarif,3, Pcs ,900,"2,700.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Angle Stop Cork,APCS,21, Pcs ,850,"17,850.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Connection Pipe,APCS,21, Pcs ,50,"1,050.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Glass self,APCS,5, Pcs ,"1,200.00","6,000.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Mirror,APCS,5, Pcs ,"1,550.00","7,750.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Towel rail-1 (Master Bath),APCS,1, Pcs ,"1,200.00","1,200.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Towel rail-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Ring Towel rail,APCS,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Soap Case-1 (Master Bath),APCS,1, Pcs ,"1,450.00","1,450.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Soap Case-2 (Others),APCS,4, Pcs ,"1,450.00","5,800.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Push Shower-1 (Master Bath),Jopex,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Push Shower-2 (Others),Jopex,3, Pcs ,850,"2,550.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Paper Holder-1 (Master Bath),APCS,1, Pcs ,850,850,
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Paper Holder-2 (Others),APCS,4, Pcs ,850,"3,400.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Moving Shower-1 (Master Bath),APCS,1, Pcs ,"1,000.00","1,000.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Moving Shower-2 (Others),APCS,4, Pcs ,"1,000.00","4,000.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,5 Net ,APCS,6, Pcs ,850,"5,100.00",
,Sanitary Fittings,Finishing Metarial 3rd Floor,,2 Net,APCS,7, Pcs ,50,350,
,Sanitary Fittings,Finishing Metarial 3rd Floor,,10 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Finishing Metarial 3rd Floor,,15 mm Bush,APCS,15, Pcs ,30,450,
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Thread Tape,APCS,12, Pcs ,20,240,
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Korean Putting,APCS,10, Pcs ,20,200,
,Sanitary Fittings,Finishing Metarial 3rd Floor,,White Cement,APCS,3, Kg ,70,210,
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Lowdown,APCS,1, Pcs ,900,900,
,Sanitary Fittings,Finishing Metarial 3rd Floor,,Contractor Bill (All Complete),,1, Job ,"40,500.00","40,500.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Commode -1 (Master Bath),RAK,1, Pcs ,"16,500.00","16,500.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Commode -2 (Others),RAK,3, Pcs ,"8,500.00","25,500.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Basin-1 (Master Bath),RAK,1, Pcs ,"3,500.00","3,500.00",
,Sanitary Fittings,Finishing Metarial 4th Floor,,Basin-2 (Others),RAK,4, Pcs ,"3,500.00","14,000.00",
