Item Code,Task,Segment,Report,Sub task,Material Spacification,QTY,Unit,Reat,Total Amount in BDT,Remarks
,Electric Work,Common,,Internet Socket (Finishing Work),,19,Pcs,300,"5,700.00",
,Electric Work,Common,,D.P Switch (Finishing Work),,90,Pcs,850,76500,
,Electric Work,Common,,Bell Push  (Finishing Work),,9,Pcs,250,"2,250.00",
,Electric Work,Common,,Fan Dimmer (Finishing Work),,90,Pcs,750,67500,
,Electric Work,Common,,Ceiling Rose (Finishing Work),,60,Pcs,60,3600,
,Electric Work,Common,,10 - Amp C. B. (S P) (Finishing Work),,90,Pcs,350,"31,500.00",
,Electric Work,Common,,16 - Amp C. B. (S P) (Finishing Work),,90,Pcs,350,"31,500.00",
,Electric Work,Common,,20 - Amp C. B. (S P) (Finishing Work),,90,Pcs,350,"31,500.00",
,Electric Work,Common,,63 - Amp C. B. (T P) (Finishing Work),,21,Pcs,2550,53550,
,Electric Work,Common,,100 Amp C. B. (MCCB) (Finishing Work),,1,Pcs,6800,6800,
,Electric Work,Common,,300 Amp C. B. (MCCB) (Finishing Work),,1,Pcs,,0,
,Electric Work,Common,,"Abonite (7"" Round) (Finishing Work)",,145,Pcs,50,"7,250.00",
,Electric Work,Common,,Abonite (18''X20'') (Finishing Work),,12,Pcs,80,960,
,Electric Work,Common,,Star Screw  (Finishing Work),,900,Pcs,1,900,
,Electric Work,Common,,"MK Screw (1.5""&2"") (Finishing Work)",,1600,Pcs,1.00,"1,600.00",
,Electric Work,Common,,Coin Washer (Finishing Work),,900,Pcs,1,900.00,
,Electric Work,Common,,Royal Plag (10 No.) Big Size (Finishing Work),,20,Packet,25,500,
,Electric Work,Common,,10 No. Royel Bollt (Finishing Work),,36,Pcs,30,1080,
,Electric Work,Common,,Machine Screw (Finishing Work),,216,Pcs,1.00,216.00,
,Electric Work,Common,,10 RM Cable Lux (Finishing Work),,100,Pcs,15.00,"1,500.00",
,Electric Work,Common,,25 RM Cable Lux (Finishing Work),,18,Pcs,25,450.00,
,Electric Work,Common,,35 RM Cable Lux (Finishing Work),,18.00,Pcs,25,450.00,
,Electric Work,Common,,200 MM Cable Tie (Finishing Work),,10,Packet,120,"1,200.00",
,Electric Work,Common,,Magnetic Contract (Finishing Work),,10,,2500,"25,000.00",
,Electric Work,Common,,"Exhuast Fan (10"" Square) (Finishing Work)",,9,Pcs,1200,"10,800.00",
,Electric Work,Common,,"Exhuast Fan (6"" Round) (Finishing Work)",,41,Pcs,800,"32,800.00",
,Electric Work,Common,,18 W Led Serface Light (Finishing Work),,40,,450,"18,000.00",
,Electric Work,Common,,Garden Light (Finishing Work),,10,,1550,"15,500.00",
,Electric Work,Common,,Spot Light (Finishing Work),,10,,350,3500,
,Electric Work,Common,,Ceiling Fan (Finishing Work),,2,,3200,6400,
,Electric Work,Common,,Tisa Tep (Finishing Work),,66,Pcs,20,"1,320.00",
,Electric Work,Common,,After Slab Casting (Labour Cost),,22643,Sft,19,107554.25,0.25
,Electric Work,Common,,After Group Cutting (Labour Cost),,22643,Sft,19,107554.25,0.25
,Electric Work,Common,,After Cable Wiring (Labour Cost),,22643,Sft,19,"86,043.40",0.2
,Electric Work,Common,,After Fixing of FinishingMaterial (Labour Cost),,22643,Sft,19,86043.4,0.2
,Electric Work,Common,,Security Money  (Labour Cost),,"22,643.00",Sft,19,"43,021.70",0.1
,Tiles & Marble Work,Common,,Wall Tiles (300X600),RAK,10686,Sft,150,"1,602,900.00",
,Tiles & Marble Work,Common,,Wall Tiles (200X300),RAK,1110,Sft,80,"88,800.00",
,Tiles & Marble Work,Common,,Floor Tiles (300X300),RAK,2780,Sft,150,"417,000.00",
,Tiles & Marble Work,Common,,Floor Tiles (300X300),RAK,200.00,Sft,65,"13,000.00",
,Tiles & Marble Work,Common,,Main Floor Tiles (600X600),RAK,13628,Sft,180,2453040,
,Tiles & Marble Work,Common,,Stair Tiles (262X300),RAK,484.00,Sft,110,"53,240.00",
,Tiles & Marble Work,Common,,Stair Tiles (300X600),RAK,500,Sft,110,"55,000.00",
,Tiles & Marble Work,Common,,Stair Tiles (600X600),RAK,830,Sft,110,91300,
,Tiles & Marble Work,Common,,Pavment Tiles (300X300),APCS,4104,Sft,35,143640,
,Tiles & Marble Work,Common,,Kitchen Slab (Granite),APCS,348,Sft,1200,417600,
,Tiles & Marble Work,Common,,Basin Slab (Marble),APCS,140,Sft,700,98000,
,Tiles & Marble Work,Common,,Tiles Fixing Materials:,,,,,0.00,
,Tiles & Marble Work,Common,,Cement,Elephent,1265,Bag,530,670450,
,Tiles & Marble Work,Common,,L/Sand,APCS,5900,Cft,20,"118,000.00",
,Tiles & Marble Work,Common,,Putting (Con Mix),Mirpur Ceramic,170,Kg,60,"10,200.00",
,Tiles & Marble Work,Common,,Viksol,APCS,170,Lit.,100,"17,000.00",
,Tiles & Marble Work,Common,,Alamati,APCS,1,Tk.,1500,1500,
,Tiles & Marble Work,Common,,Powder Colour,APCS,1,Tk.,"1,500.00","1,500.00",
,Tiles & Marble Work,Common,,Markin Kapor,APCS,170,Goj.,15.00,"2,550.00",
,Tiles & Marble Work,Common,,120 No. Paper,APCS,170,Pcs,25.00,"4,250.00",
,Tiles & Marble Work,Common,,Wall Tiles (200X300) (Tiles Fixing Cost),APA,10686,Sft,23.00,245778,
,Tiles & Marble Work,Common,,Wall Tiles (300X600) (Tiles Fixing Cost),APA,1110,Sft,23.00,25530,
,Tiles & Marble Work,Common,,Floor Tiles (300X300) (Tiles Fixing Cost),APA,2780,Sft,23.00,63940,
,Tiles & Marble Work,Common,,Floor Tiles (300X300) (Tiles Fixing Cost),RAK,200,Sft,23.00,4600,
,Tiles & Marble Work,Common,,Main Floor Tiles (600X600) (Tiles Fixing Cost),APA,13628,Sft,23.00,313444,
,Tiles & Marble Work,Common,,Stair Tiles (262X300) (Tiles Fixing Cost),APA,484,Sft,23.00,11132,
,Tiles & Marble Work,Common,,Stair Tiles (300X300) (Tiles Fixing Cost),APA,500,Sft,23.00,11500,
,Tiles & Marble Work,Common,,Stair Tiles (600X600) (Tiles Fixing Cost),APA,830,Sft,23.00,"19,090.00",
,Tiles & Marble Work,Common,,Pavment Tiles (300X300) (Tiles Fixing Cost),APA,4104,Sft,23.00,94392,
,Tiles & Marble Work,Common,,Kitchen Slab (Granite) (Tiles Fixing Cost),APA,348,Sft,100.00,"34,800.00",
,Tiles & Marble Work,Common,,Basin Slab (Marble) (Tiles Fixing Cost),APA,140,Sft,100,14000,
,MS & SS Works,Common,,Window Grill (Tiles Fixing Cost),APCS,3671.8,SFT,200,734360,20000
,MS & SS Works,Common,,Varenda Glass Railing  (Tiles Fixing Cost),APCS,736.72,SFT,810,596743.2,
,MS & SS Works,Common,,Varenda Regular Railing  (Tiles Fixing Cost),APCS,614.04,SFT,550,337722,
,MS & SS Works,Common,,Stair Railing (Tiles Fixing Cost),APCS,510.69,SFT,650,"331,948.50",
,MS & SS Works,Common,,Main Gate & Front Side Grill (Tiles Fixing Cost),APCS,292.7,SFT,850,"248,795.00",
,MS & SS Works,Common,,MS Gate (Tiles Fixing Cost),APCS,87.44,SFT,550,48092,
,MS & SS Works,Common,,Safety Grill (Tiles Fixing Cost),APCS,974.5,SFT,200,194900,
,MS & SS Works,Common,,Tin for safety Grill (Tiles Fixing Cost),APCS,974.5,SFT,200,194900,
,MS & SS Works,Common,,Ceiling works (Tiles Fixing Cost),APCS,1,Job,80000,80000,
,MS & SS Works,Common,,Safety Canopy (Tiles Fixing Cost),APCS,500,sft,350,175000,
,Door Works,Common,,Main Door Frame (Tiles Fixing Cost),Ctg Shegun,9,Pcs ,14500,130500,20000
,Door Works,Common,,Main Door Shutter (Tiles Fixing Cost),Ctg Shegun,9,Pcs ,35000,315000,
,Door Works,Common,,Bed Room Door Frame (Tiles Fixing Cost),Shil Korai,56,Pcs ,5500,308000,
,Door Works,Common,,Bed Room Door Shutter (Tiles Fixing Cost),Veneer Flash Door,1150,Sft,350,402500,
,Door Works,Common,,Toilet Door Frame (Tiles Fixing Cost),Mehgoni,32,Pcs ,3500,112000,
,Door Works,Common,,Toilet Door Shutter (Tiles Fixing Cost),Formica Door,500,Sft,350,175000,
,Door Works,Common,,Cat Door Frame (Tiles Fixing Cost),Mehgoni (2.5X2.5),41,Pcs ,1850,75850,
,Door Works,Common,,Cat Door Shutter (Tiles Fixing Cost),APCS,240,Sft,300.00,72000,
,Door Works,Common,,Pvc Door (Tiles Fixing Cost),APCS,10,Pcs ,5500,55000,
,Door Works,Common,,Handle lock (Tiles Fixing Cost),APCS,9,Pcs ,3000,"27,000.00",
,Door Works,Common,,Round Lock (Tiles Fixing Cost),APCS,88,Pcs ,1000,88000,
,Door Works,Common,,Door Knoker (Tiles Fixing Cost),APCS,9,Pcs ,450,4050,
,Door Works,Common,,Hinge  (Tiles Fixing Cost),SS,397,Pcs ,200,79400,
,Door Works,Common,,6 inch Tower Bolt (Tiles Fixing Cost),SS,97,Pcs ,200,19400,
,Door Works,Common,,8 inch Tower Bolt (Tiles Fixing Cost),SS,65,Pcs ,300,19500,
,Door Works,Common,,Door stopper (Tiles Fixing Cost),APCS,65,Pcs ,250,16250,
,Door Works,Common,,Door Magnet (Tiles Fixing Cost),APCS,41,Pcs ,20,820,
,Door Works,Common,,Door Vapper (Tiles Fixing Cost),APCS,32,Pcs ,20.00,640.00,
,Door Works,Common,,Clamp (5'') (Tiles Fixing Cost),MS,600,Pcs ,25.00,"15,000.00",
,Door Works,Common,,Clamp (2'') (Tiles Fixing Cost),MS,164,Pcs ,25.00,"4,100.00",
,Door Works,Common,,Chain Hinge (Tiles Fixing Cost),SS,200,Feet,50.00,"10,000.00",
,Door Works,Common,,Screw (Tiles Fixing Cost),SS,3100,Pcs ,1.00,"3,100.00",
,Door Works,Common,,Fixing & fiting Cost (Tiles Fixing Cost),APCS,148,Pcs ,800.00,"118,400.00",
,Plaster Work,Common,,Cement (PCC/ CEM -II),,996.74,Bag,550,548207,
,Plaster Work,Common,,Sand (FM 1.50),,5083.37,Cft,30,"152,501.10",
,Plaster Work,Common,,Fair Face Plaster,,2500,Sft,200,500000,
,Plaster Work,Common,,Daily Labour,,50,Nos,650,32500,
,Plaster Work,Common,,Contrator Bill (Ground Floor),,2529,Sft,56.25,"142,256.25",25% @ 225/-
,Plaster Work,Common,,Contrator Bill (1st Floor),,2538,Sft,58.75,"149,107.50",25% @ 235/-
,Plaster Work,Common,,Contrator Bill 2nd Floor),,2501,Sft,61.25,"153,186.25",25% @ 245/-
,Plaster Work,Common,,Contrator Bill (3rd Floor),,2501,Sft,63.75,"159,438.75",25% @ 255/-
,Plaster Work,Common,,Contrator Bill (4th Floor),,2506,Sft,66.25,"166,022.50",25% @ 265/-
,Plaster Work,Common,,Contrator Bill (5th Floor),,2506,Sft,68.75,"172,287.50",25% @ 275/-
,Plaster Work,Common,,Contrator Bill (6th Floor),,2506,Sft,71.25,"178,552.50",25% @ 285/-
,Plaster Work,Common,,Contrator Bill (7th Floor),,2528,Sft,73.75,"186,440.00",25% @ 295/-
,Plaster Work,Common,,Contrator Bill (Roof Top),,2528,Sft,42.50,"107,440.00",25% @ 170/-
,Brick Work,Common,,10mm Rod (Brick Work),," 3,467.53 ",Kg, 98.00 ," 339,817.94 ",
,Brick Work,Common,,Cement (PCC/ CEM -II) (Brick Work),, 872.21 ,Bag, 500.00 ," 436,105.00 ",
,Brick Work,Common,,Sand (FM 1.20) (Brick Work),," 4,700.32 ",Cft, 30.00 ," 141,009.60 ",
,Brick Work,Common,,18mm Brick Chips (Brick Work),," 1,146.57 ",Cft, 140.00 ," 160,519.80 ",
,Brick Work,Common,,1st class Brick (Brick Work),," 137,283.00 ",Nos, 16.00 ," 2,196,528.00 ",
,Brick Work,Common,,Faceing Brick (Brick Work),," 8,000.00 ",Nos, 23.00 ," 184,000.00 ",
,Brick Work,Common,,Daily Labour (Brick Work),, 50.00 ,Nos, 650.00 ," 32,500.00 ",
,Brick Work,Common,,Contrator Bill (Ground Floor) (Brick Work),," 2,529.00 ",Sft, 45.00 ," 113,805.00 ",20% @ 225/-
,Brick Work,Common,,Contrator Bill (Ground Floor- Faceing Brick) (Brick Work),," 1,600.00 ",Sft, 45.00 ," 114,210.00 ",
,Brick Work,Common,,Contrator Bill (1st Floor) (Brick Work),," 2,538.00 ",Sft, 47.00 ," 119,286.00 ",20% @ 235/-
,Brick Work,Common,,Contrator Bill 2nd Floor) (Brick Work),," 2,501.00 ",Sft, 49.00 ," 122,549.00 ",20% @ 245/-
,Brick Work,Common,,Contrator Bill (3rd Floor) (Brick Work),," 2,501.00 ",Sft, 51.00 ," 127,551.00 ",20% @ 255/-
,Brick Work,Common,,Contrator Bill (4th Floor) (Brick Work),," 2,506.00 ",Sft, 53.00 ," 132,818.00 ",20% @ 265/-
,Brick Work,Common,,Contrator Bill (5th Floor) (Brick Work),," 2,506.00 ",Sft, 55.00 ," 137,830.00 ",20% @ 275/-
,Brick Work,Common,,Contrator Bill (6th Floor) (Brick Work),," 2,506.00 ",Sft, 57.00 ," 142,842.00 ",20% @ 285/-
,Brick Work,Common,,Contrator Bill (7th Floor) (Brick Work),," 2,528.00 ",Sft, 59.00 ," 149,152.00 ",20% @ 295/-
,Brick Work,Common,,Contrator Bill (Roof Top) (Brick Work),," 2,528.00 ",Sft, 34.00 ," 85,952.00 ",20% @ 170/-
,Structure Work,Common,,10mm Rod (Structure Work),GPH,45521,Kg,98,"4,461,058.00",
,Structure Work,Common,,12mm Rod (Structure Work),GPH,2150,Kg,98,"210,700.00",
,Structure Work,Common,,16mm Rod (Structure Work),GPH,10515,Kg,98.00,"1,030,470.00",
,Structure Work,Common,,20mm Rod (Structure Work),GPH,35230,Kg,98.00,"3,452,540.00",
,Structure Work,Common,,25mm Rod (Structure Work),GPH,3900,Kg,98.00,"382,200.00",
,Structure Work,Common,,Cement (OPC/ CEM -I) (Structure Work),Fresh,1221,Bag,550.00,"671,550.00",
,Structure Work,Common,,Cement (PCC/ CEM -II) (Structure Work),Fresh,,Bag,500,0,
,Structure Work,Common,,Sand (FM 2.50) (Structure Work),APCS,2150,Cft,70.00,"150,500.00",
,Structure Work,Common,,Sand (FM 1.50) (Structure Work),APCS,540,Cft,35.00,"18,900.00",
,Structure Work,Common,,Viti Sand (Structure Work),APCS,13500,Cft,18,243000,
,Structure Work,Common,,18mm crushed stone (Structure Work),APCS,4400,Cft,240,"1,056,000.00",
,Structure Work,Common,,18mm Brick Chips (Structure Work),APCS,,Cft,140,0,
,Structure Work,Common,,1st class Brick (Structure Work),APA,32134,Nos,16,"514,144.00",
,Structure Work,Common,,2nd class Brick (Structure Work),APA,,Nos,12.00,0.00,
,Structure Work,Common,,Chemical (Con-Lub) (Structure Work),Baral,200,Litre,230.00,"46,000.00",
,Structure Work,Common,,RMC (3500 psi) (Structure Work),APCS,15575,Cft,310,"4,828,250.00",
,Structure Work,Common,,Daily Labour (Structure Work),APA,50,Nos,650,32500,
,Structure Work,Common,,Earth Remove (Structure Work),APCS,120,Truck,1100,132000,
,Structure Work,Common,,Steel Shutter Work (Structure Work),APCS,3678,Kg,150,551700,
,Structure Work,Common,,Porishod Subscription Charge (Structure Work),APCS,82,Truck,2000,164000,
,Structure Work,Common,,Contrator Bill (Up to PL)  (Structure Work),APA,3600,Sft,205,738000,
,Structure Work,Common,,Contrator Bill (GF Roof-Reguler)  (Structure Work),APA,2529,Sft,123.75,312963.75,55% @ 225/-
,Structure Work,Common,,Contrator Bill (GF Roof-Beam Bottom) (Structure Work),APA,115,Sft,112.5,12937.5,50% @ 225/-
,Structure Work,Common,,Contrator Bill (1st Floor Roof-Reguler) (Structure Work),APA,2538,Sft,129.25,"328,036.50",55% @ 235/-
,Structure Work,Common,,Contrator Bill (1st Floor Roof-Beam Bottom) (Structure Work),APA,130,Sft,117.50,"15,275.00",50% @ 235/-
,Structure Work,Common,,Contrator Bill (2nd Floor Roof-Reguler) (Structure Work),APA,2501,Sft,134.75,"337,009.75",55% @ 245/-
,Structure Work,Common,,Contrator Bill (2nd Floor Roof-Beam Bottom) (Structure Work),APA,41,Sft,122.50,"5,022.50",50% @ 245/-
,Structure Work,Common,,Contrator Bill (3rd Floor Roof-Reguler) (Structure Work),APA,2501,Sft,140.25,"350,765.25",55% @ 255/-
,Structure Work,Common,,Contrator Bill (3rd Floor Roof-Beam Bottom) (Structure Work),APA,95,Sft,127.50,"12,112.50",50% @ 255/-
,Structure Work,Common,,Contrator Bill (4th Floor Roof-Reguler) (Structure Work),APA,2506,Sft,145.75,"365,249.50",55% @ 265/-
,Structure Work,Common,,Contrator Bill (4th Floor Roof-Beam Bottom) (Structure Work),APA,54,Sft,132.50,"7,155.00",50% @ 265/-
,Structure Work,Common,,Contrator Bill (5th Floor Roof-Reguler) (Structure Work),APA,2506,Sft,151.25,"379,032.50",55% @ 275/-
,Structure Work,Common,,Contrator Bill (5th Floor Roof-Beam Bottom) (Structure Work),APA,54,Sft,137.5,7425,50% @ 275/-
,Structure Work,Common,,Contrator Bill (6th Floor Roof-Reguler) (Structure Work),APA,2506,Sft,156.75,"392,815.50",55% @ 285/-
,Structure Work,Common,,Contrator Bill (6th Floor Roof-Beam Bottom) (Structure Work),APA,54,Sft,142.5,7695,50% @ 285/-
,Structure Work,Common,,Contrator Bill (7th Floor Roof-Reguler) (Structure Work),APA,2528,Sft,147.5,372880,55% @ 295/-
,Structure Work,Common,,Contrator Bill (7th Floor Roof-Beam Bottom) (Structure Work),APA,112,Sft,147.5,"16,520.00",50% @ 295/-
,Structure Work,Common,,Contrator Bill (Roof Top-Reguler) (Structure Work),APA,2528,Sft,93.5,"236,368.00",55% @ 170/-
,Site Development,Common,,Viti Sand (Site Development),," 1,200.00 ",  Cft  , 18.00 ," 21,600.00 ",20000
,Site Development,Common,,Shed House (Office Sttuf)  (Site Development),, 1.00 ,  Job  ," 45,000.00 "," 45,000.00 ",Sft
,Site Development,Common,,Shed House (Worker) (Site Development),, 1.00 ,  Job  ," 40,000.00 "," 40,000.00 ",
,Site Development,Common,,Costruction of Site Office (Site Development),, 1.00 ,  Job  ," 25,000.00 "," 25,000.00 ",
,Site Development,Common,,Store Room (Site Development),, 1.00 ,  Job  ," 30,000.00 "," 30,000.00 ",
,Site Development,Common,,Worker toilet (Site Development),, 1.00 ,  Job  ," 18,500.00 "," 18,500.00 ",
,Site Development,Common,,Electric Connection  (Site Development),, 1.00 ,  Job  ," 10,000.00 "," 10,000.00 ",
,Site Development,Common,,Water Connection  (Site Development),, 1.00 ,  Job  ," 2,000.00 "," 2,000.00 ",
,Site Development,Common,,Fenching Wall (Site Development),, 1.00 ,  Job  ," 150,000.00 "," 150,000.00 ",
,Site Development,Common,,Project Board (Site Development),, 1.00 ,  Job  ," 30,000.00 "," 30,000.00 ",
,Site Development,Common,,1st class Brick (Site Development),," 2,000.00 ",  Pcs  , 15.00 ," 30,000.00 ",
,Site Development,Common,,Daily Labour (Site Development),, 150.00 ,  Nos  , 650.00 ," 97,500.00 ",
,Site Development,Common,,Layout Cost (Site Development),, 1.00 ,  Job  ," 10,000.00 "," 10,000.00 ",
,Site Development,Common,,Drum Sheet (Site Development),, 60.00 ,  Nos  , 450.00 ," 27,000.00 ",
,Site Development,Common,,Bamboo (Site Development),, 250.00 ,  Nos  , 350.00 ," 87,500.00 ",
,Site Development,Common,,Gi Wire (16 no.) (Site Development),, 40.00 ,  Kg  , 190.00 ," 7,600.00 ",
,Site Development,Common,,Triple (Site Development),," 1,000.00 ",  Sft  , 30.00 ," 30,000.00 ",
,Site Development,Common,,Polythine (Site Development),, 30.00 ,  Roll  ," 1,500.00 "," 45,000.00 ",
,Site Development,Common,,Jute Neet (Site Development),," 15,650.00 ",  sft  , 4.50 ," 70,425.00 ",
,Site Development,Common,,Labour for Safety works (Site Development),, 1.00 ,  Job  ," 50,000.00 "," 50,000.00 ",
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
