Item Code,Task,Segment,Report,Sub task,Material Spacification,QTY,Unit,Reat,Total Amount in BDT,Remarks
,Brick Work ,4th Floor,,18mm Brick Chips,,113.6,Cft,90,"10,224.00",
,Brick Work ,4th Floor,,1st class Brick,,"16,000.00",Nos,9,"144,000.00",
,Brick Work ,4th Floor,,Picket Brick,,,,,0,
,Brick Work ,4th Floor,,Chemical,,,,,0,
,Brick Work ,4th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Brick Work ,4th Floor,,Contrator Bill,,"2,192.00",Sft,213,"466,896.00",20%
,Brick Work ,4th Floor,,Form Work,,,,,0,
,Brick Work ,4th Floor,,Nonschedule Material,,,,,0,
,Brick Work ,4th Floor,,Nonschedule Labour Bill,,,,,0,
,Brick Work ,5th Floor,,08mm Rod,,,,,0,
,Brick Work ,5th Floor,,10mm Rod,,532.33,Kg,73.5,"39,126.26",
,Brick Work ,5th Floor,,12mm Rod,,,,,0,
,Brick Work ,5th Floor,,Cement (PCC/ CEM II),,82,Bag,405,"33,210.00",
,Brick Work ,5th Floor,,Sand (FM 1.20),,480.8,Cft,28,"13,462.40",
,Brick Work ,5th Floor,,18mm crushed stone,,,,,0,
,Brick Work ,5th Floor,,12mm crushed stone,,,,,0,
,Brick Work ,5th Floor,,18mm Brick Chips,,113.6,Cft,90,"10,224.00",
,Brick Work ,5th Floor,,1st class Brick,,"16,000.00",Nos,9,"144,000.00",
,Brick Work ,5th Floor,,Picket Brick,,,,,0,
,Brick Work ,5th Floor,,Chemical,,,,,0,
,Brick Work ,5th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Brick Work ,5th Floor,,Contrator Bill,,"2,170.00",Sft,220,"477,400.00",20%
,Brick Work ,5th Floor,,Form Work,,,,,0,
,Brick Work ,5th Floor,,Nonschedule Material,,,,,0,
,Brick Work ,5th Floor,,Nonschedule Labour Bill,,,,,0,
,Brick Work ,6th Floor,,08mm Rod,,,,,0,
,Brick Work ,6th Floor,,10mm Rod,,532.33,Kg,73.5,"39,126.26",
,Brick Work ,6th Floor,,12mm Rod,,,,,0,
,Brick Work ,6th Floor,,Cement (PCC/ CEM II),,82,Bag,405,"33,210.00",
,Brick Work ,6th Floor,,Sand (FM 1.20),,480.8,Cft,28,"13,462.40",
,Brick Work ,6th Floor,,18mm crushed stone,,,,,0,
,Brick Work ,6th Floor,,12mm crushed stone,,,,,0,
,Brick Work ,6th Floor,,18mm Brick Chips,,113.6,Cft,90,"10,224.00",
,Brick Work ,6th Floor,,1st class Brick,,"16,000.00",Nos,9,"144,000.00",
,Brick Work ,6th Floor,,Picket Brick,,,,,0,
,Brick Work ,6th Floor,,Chemical,,,,,0,
,Brick Work ,6th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Brick Work ,6th Floor,,Contrator Bill,,"2,192.00",Sft,227,"497,584.00",20%
,Brick Work ,6th Floor,,Form Work,,,,,0,
,Brick Work ,6th Floor,,Nonschedule Material,,,,,0,
,Brick Work ,6th Floor,,Nonschedule Labour Bill,,,,,0,
,Brick Work ,7th Floor,,08mm Rod,,,,,0,
,Brick Work ,7th Floor,,10mm Rod,,532.33,Kg,73.5,"39,126.26",
,Brick Work ,7th Floor,,12mm Rod,,,,,0,
,Brick Work ,7th Floor,,Cement (PCC/ CEM II),,82,Bag,405,"33,210.00",
,Brick Work ,7th Floor,,Sand (FM 1.20),,480.8,Cft,28,"13,462.40",
,Brick Work ,7th Floor,,18mm crushed stone,,,,,0,
,Brick Work ,7th Floor,,12mm crushed stone,,,,,0,
,Brick Work ,7th Floor,,18mm Brick Chips,,113.6,Cft,90,"10,224.00",
,Brick Work ,7th Floor,,1st class Brick,,"16,000.00",Nos,9,"144,000.00",
,Brick Work ,7th Floor,,Picket Brick,,,,,0,
,Brick Work ,7th Floor,,Chemical,,,,,0,
,Brick Work ,7th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Brick Work ,7th Floor,,Contrator Bill,,"2,170.00",Sft,234,"507,780.00",20%
,Brick Work ,7th Floor,,Form Work,,,,,0,
,Brick Work ,7th Floor,,Nonschedule Material,,,,,0,
,Brick Work ,7th Floor,,Nonschedule Labour Bill,,,,,0,
,Brick Work ,8th Floor,,08mm Rod,,,,,0,
,Brick Work ,8th Floor,,10mm Rod,,532.33,Kg,73.5,"39,126.26",
,Brick Work ,8th Floor,,12mm Rod,,,,,0,
,Brick Work ,8th Floor,,Cement (PCC/ CEM II),,82,Bag,405,"33,210.00",
,Brick Work ,8th Floor,,Sand (FM 1.20),,480.8,Cft,28,"13,462.40",
,Brick Work ,8th Floor,,18mm crushed stone,,,,,0,
,Brick Work ,8th Floor,,12mm crushed stone,,,,,0,
,Brick Work ,8th Floor,,18mm Brick Chips,,113.6,Cft,90,"10,224.00",
,Brick Work ,8th Floor,,1st class Brick,,"16,000.00",Nos,9,"144,000.00",
,Brick Work ,8th Floor,,Picket Brick,,,,,0,
,Brick Work ,8th Floor,,Chemical,,,,,0,
,Brick Work ,8th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Brick Work ,8th Floor,,Contrator Bill,,"2,192.00",Sft,241,"528,272.00",20%
,Brick Work ,8th Floor,,Form Work,,,,,0,
,Brick Work ,8th Floor,,Nonschedule Material,,,,,0,
,Brick Work ,8th Floor,,Nonschedule Labour Bill,,,,,0,
,Brick Work ,Roof Top,,08mm Rod,,,,,0,
,Brick Work ,Roof Top,,10mm Rod,,30.6,Kg,73.5,"2,249.10",
,Brick Work ,Roof Top,,12mm Rod,,,,,0,
,Brick Work ,Roof Top,,Cement (PCC/ CEM II),,45,Bag,405,"18,225.00",
,Brick Work ,Roof Top,,Sand (FM 1.20),,310.3,Cft,28,"8,688.40",
,Brick Work ,Roof Top,,18mm crushed stone,,,,,0,
,Brick Work ,Roof Top,,12mm crushed stone,,,,,0,
,Brick Work ,Roof Top,,18mm Brick Chips,,4.86,Cft,90,437.4,
,Brick Work ,Roof Top,,1st class Brick,,"12,000.00",Nos,9,"108,000.00",
,Brick Work ,Roof Top,,Picket Brick,,,,,0,
,Brick Work ,Roof Top,,Chemical,,,,,0,
,Brick Work ,Roof Top,,Daily Labour,,5,Nos,500,"2,500.00",
,Brick Work ,Roof Top,,Contrator Bill,,"2,192.00",Sft,145,"317,840.00",20%
,Brick Work ,Roof Top,,Form Work,,,,,0,
,Brick Work ,Roof Top,,Nonschedule Material,,,,,0,
,Brick Work ,Roof Top,,Nonschedule Labour Bill,,,,,0,
,Plaster Work,Ground Floor,,Cement (PCC/ CEM II),,130,Bag,405,"52,650.00",
,Plaster Work,Ground Floor,,Sand (FM 1.50),,849.75,Cft,28,"23,793.00",
,Plaster Work,Ground Floor,,Chemical,,,Litre,,0,
,Plaster Work,Ground Floor,,Daily Labour,,5,Nos,500,"2,500.00",
,Plaster Work,Ground Floor,,Contrator Bill (Reguler),,"2,540.00",Sft,185,"469,900.00",25%
,Plaster Work,Ground Floor,,Contrator Bill (Boundary Wall),,"1,260.00",Sft,70,"88,200.00",25%
,Plaster Work,Ground Floor,,Rent of Form Work,,,,,0,
,Plaster Work,1st Floor,,Cement (PCC/ CEM II),,110,Bag,405,"44,550.00",
,Plaster Work,1st Floor,,Sand (FM 1.50),,718.43,Cft,28,"20,116.04",
,Plaster Work,1st Floor,,Chemical,,,Litre,,0,
,Plaster Work,1st Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,1st Floor,,Contrator Bill,,"2,170.00",Sft,192,"416,640.00",25%
,Plaster Work,1st Floor,,Rent of Form Work,,,,,0,
,Plaster Work,2nd Floor,,Cement (PCC/ CEM II),,110,Bag,405,"44,550.00",
,Plaster Work,2nd Floor,,Sand (FM 1.50),,718.43,Cft,28,"20,116.04",
,Plaster Work,2nd Floor,,Chemical,,,Litre,,0,
,Plaster Work,2nd Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,2nd Floor,,Contrator Bill,,"2,192.00",Sft,199,"436,208.00",25%
,Plaster Work,2nd Floor,,Rent of Form Work,,,,,0,
,Plaster Work,3rd Floor,,Cement (PCC/ CEM II),,110,Bag,405,"44,550.00",
,Plaster Work,3rd Floor,,Sand (FM 1.50),,718.43,Cft,28,"20,116.04",
,Plaster Work,3rd Floor,,Chemical,,,Litre,,0,
,Plaster Work,3rd Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,3rd Floor,,Contrator Bill,,"2,170.00",Sft,206,"447,020.00",25%
,Plaster Work,3rd Floor,,Rent of Form Work,,,,,0,
,Plaster Work,4th Floor,,Cement (PCC/ CEM II),,110,Bag,405,"44,550.00",
,Plaster Work,4th Floor,,Sand (FM 1.50),,718.43,Cft,28,"20,116.04",
,Plaster Work,4th Floor,,Chemical,,,Litre,,0,
,Plaster Work,4th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,4th Floor,,Contrator Bill,,"2,192.00",Sft,213,"466,896.00",25%
,Plaster Work,4th Floor,,Rent of Form Work,,,,,0,
,Plaster Work,5th Floor,,Cement (PCC/ CEM II),,110,Bag,405,"44,550.00",
,Plaster Work,5th Floor,,Sand (FM 1.50),,718.43,Cft,28,"20,116.04",
,Plaster Work,5th Floor,,Chemical,,,Litre,,0,
,Plaster Work,5th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,5th Floor,,Contrator Bill,,"2,170.00",Sft,220,"477,400.00",25%
,Plaster Work,5th Floor,,Rent of Form Work,,,,,0,
,Plaster Work,6th Floor,,Cement (PCC/ CEM II),,110,Bag,405,"44,550.00",
,Plaster Work,6th Floor,,Sand (FM 1.50),,718.43,Cft,28,"20,116.04",
,Plaster Work,6th Floor,,Chemical,,,Litre,,0,
,Plaster Work,6th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,6th Floor,,Contrator Bill,,"2,192.00",Sft,227,"497,584.00",25%
,Plaster Work,6th Floor,,Rent of Form Work,,,,,0,
,Plaster Work,7th Floor,,Cement (PCC/ CEM II),,110,Bag,405,"44,550.00",
,Plaster Work,7th Floor,,Sand (FM 1.50),,718.43,Cft,28,"20,116.04",
,Plaster Work,7th Floor,,Chemical,,,Litre,,0,
,Plaster Work,7th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,7th Floor,,Contrator Bill,,"2,170.00",Sft,234,"507,780.00",25%
,Plaster Work,7th Floor,,Rent of Form Work,,,,,0,
,Plaster Work,8th Floor,,Cement (PCC/ CEM II),,110,Bag,405,"44,550.00",
,Plaster Work,8th Floor,,Sand (FM 1.50),,718.43,Cft,28,"20,116.04",
,Plaster Work,8th Floor,,Chemical,,,Litre,,0,
,Plaster Work,8th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Plaster Work,8th Floor,,Contrator Bill,,"2,192.00",Sft,241,"528,272.00",25%
,Plaster Work,8th Floor,,Rent of Form Work,,,,,0,
,Plaster Work,Roof Floor,,Cement (PCC/ CEM II),,85,Bag,405,"34,425.00",
,Plaster Work,Roof Floor,,Sand (FM 1.50),,565.47,Cft,28,"15,833.16",
,Plaster Work,Roof Floor,,Chemical,,,Litre,,0,
,Plaster Work,Roof Floor,,Daily Labour,,5,Nos,500,"2,500.00",
,Plaster Work,Roof Floor,,Contrator Bill,,"2,192.00",Sft,145,"317,840.00",25%
,Plaster Work,Roof Floor,,Rent of Form Work,,,,,0,
,Door Works,Ground Floor,,Main Door Frame,Ctg Shegun,,Pcs,"10,500.00",0,
,Door Works,Ground Floor,,Main Door Shutter,Ctg Shegun,,Pcs,"18,500.00",0,
,Door Works,Ground Floor,,Bed Room Door Frame,Shilkorai,1,Pcs,"4,800.00","4,800.00",
,Door Works,Ground Floor,,Bed Room Door Shutter,Veneer Flash Door,21,Sft,300,"6,300.00",
,Door Works,Ground Floor,,Kitchen Door Frame,Shilkorai,2,Pcs,"4,500.00","9,000.00",
,Door Works,Ground Floor,,Kitchen Door Shutter,Gamari,38,Sft,310,"11,780.00",
,Door Works,Ground Floor,,Toilet Door Frame,Teak Chamble,,Pcs,"7,500.00",0,
,Door Works,Ground Floor,,Toilet Door Shutter,Gamari,,Pcs,"5,000.00",0,
,Door Works,Ground Floor,,Cat Door Frame,Mehgoni (1.5X1.5),,Pcs,900,0,
,Door Works,Ground Floor,,Cat Door Shutter,APCS,,Sft,150,0,
,Door Works,Ground Floor,,Pvc Door,APCS,1,Pcs,"4,000.00","4,000.00",
,Door Works,Ground Floor,,Sliding Doors,APCS,,Sft,,0,
,Door Works,Ground Floor,,Handle lock,APCS,,Pcs,"2,400.00",0,
,Door Works,Ground Floor,,Round Lock,APCS,3,Pcs,700,"2,100.00",
,Door Works,Ground Floor,,Door Knoker,APCS,,Pcs,200,0,
,Door Works,Ground Floor,,Hinge,SS,12,Pcs,130,"1,560.00",
,Door Works,Ground Floor,,6 inch Tower Bolt,SS,3,Pcs,100,300,
,Door Works,Ground Floor,,8 inch Tower Bolt,SS,3,Pcs,150,450,
,Door Works,Ground Floor,,Door stopper,APCS,3,Pcs,150,450,
,Door Works,Ground Floor,,Door Vapper,APCS,,Pcs,20,0,
,Door Works,Ground Floor,,Clamp,MS,18,Pcs,20,360,
,Door Works,Ground Floor,,Chain Hinge,SS,,Feet,40,0,
,Door Works,Ground Floor,,Screw,SS,54,Pcs,1,54,
,Door Works,Ground Floor,,Fixing & fiting Cost,APCS,3,Pcs,550,"1,650.00",
,Door Works,1st Floor,,Main Door Frame,Ctg Shegun,1,Pcs,"22,000.00","22,000.00",
,Door Works,1st Floor,,Main Door Shutter,Ctg Shegun,2,Pcs,"15,000.00","30,000.00",
,Door Works,1st Floor,,Bed Room Door Frame,Shil Korai,4,Pcs,"4,800.00","19,200.00",
,Door Works,1st Floor,,Bed Room Door Shutter,Veneer Flash Door,84,Sft,200,"16,800.00",
,Door Works,1st Floor,,Kitchen Door Frame,Shil Korai,2,Pcs,"4,800.00","9,600.00",
,Door Works,1st Floor,,Kitchen Door Shutter,Veneer Flash Door,38,Sft,200,"7,600.00",
,Door Works,1st Floor,,Toilet Door Frame,Mehgoni,4,Pcs,"3,000.00","12,000.00",
,Door Works,1st Floor,,Toilet Door Shutter,Formica Door,64,Sft,285,"18,240.00",
,Door Works,1st Floor,,Cat Door Frame,Mehgoni (1.5X1.5),5,Pcs,"1,200.00","6,000.00",
,Door Works,1st Floor,,Cat Door Shutter,APCS,48,Sft,175,"8,400.00",
,Door Works,1st Floor,,Pvc Door,APCS,1,Pcs,"4,000.00","4,000.00",
,Door Works,1st Floor,,Sliding Doors,APCS,,SFT,,0,
,Door Works,1st Floor,,Handle lock,APCS,1,Pcs,"2,500.00","2,500.00",
,Door Works,1st Floor,,Round Lock,APCS,10,Pcs,600,"6,000.00",
,Door Works,1st Floor,,Door Knoker,APCS,1,Pcs,200,200,
,Door Works,1st Floor,,Hinge,SS,50,Pcs,100,"5,000.00",
,Door Works,1st Floor,,6 inch Tower Bolt,SS,12,Pcs,120,"1,440.00",
,Door Works,1st Floor,,8 inch Tower Bolt,SS,7,Pcs,150,"1,050.00",
,Door Works,1st Floor,,Door stopper,APCS,8,Pcs,150,"1,200.00",
,Door Works,1st Floor,,Door Vapper,APCS,4,Pcs,20,80,
,Door Works,1st Floor,,Clamp,MS,66,Pcs,20,"1,320.00",
,Door Works,1st Floor,,Chain Hinge,SS,12,Feet,40,480,
,Door Works,1st Floor,,Screw,SS,200,Pcs,1,200,
,Door Works,1st Floor,,Fixing & fiting Cost,APCS,11,Pcs,600,"6,600.00",
,Door Works,2nd Floor,,Main Door Frame,Ctg Shegun,1,Pcs,"22,000.00","22,000.00",
,Door Works,2nd Floor,,Main Door Shutter,Ctg Shegun,2,Pcs,"15,000.00","30,000.00",
,Door Works,2nd Floor,,Bed Room Door Frame,Teak Chamble,4,Pcs,"8,000.00","32,000.00",
,Door Works,2nd Floor,,Bed Room Door Shutter,Veneer Flash Door,84,Sft,185,"15,540.00",
,Door Works,2nd Floor,,Kitchen Door Frame,Teak Chamble,2,Pcs,"8,000.00","16,000.00",
,Door Works,2nd Floor,,Kitchen Door Shutter,Gamari,38,Sft,310,"11,780.00",
,Door Works,2nd Floor,,Toilet Door Frame,Teak Chamble,4,Pcs,"7,500.00","30,000.00",
,Door Works,2nd Floor,,Toilet Door Shutter,Gamari,4,Pcs,"5,000.00","20,000.00",
,Door Works,2nd Floor,,Cat Door Frame,Mehgoni (1.5X1.5),5,Pcs,900,"4,500.00",
,Door Works,2nd Floor,,Cat Door Shutter,APCS,48,Sft,120,"5,760.00",
,Door Works,2nd Floor,,Pvc Door,APCS,1,Pcs,"4,000.00","4,000.00",
,Door Works,2nd Floor,,Sliding Doors,APCS,,SFT,,0,
,Door Works,2nd Floor,,Handle lock,APCS,1,Pcs,"2,000.00","2,000.00",
,Door Works,2nd Floor,,Round Lock,APCS,10,Pcs,600,"6,000.00",
,Door Works,2nd Floor,,Door Knoker,APCS,1,Pcs,200,200,
,Door Works,2nd Floor,,Hinge,SS,50,Pcs,100,"5,000.00",
,Door Works,2nd Floor,,6 inch Tower Bolt,SS,12,Pcs,100,"1,200.00",
,Door Works,2nd Floor,,8 inch Tower Bolt,SS,7,Pcs,120,840,
,Door Works,2nd Floor,,Door stopper,APCS,8,Pcs,100,800,
,Door Works,2nd Floor,,Door Vapper,APCS,4,Pcs,20,80,
,Door Works,2nd Floor,,Clamp,MS,66,Pcs,20,"1,320.00",
,Door Works,2nd Floor,,Chain Hinge,SS,12,Feet,40,480,
,Door Works,2nd Floor,,Screw,SS,200,Pcs,1,200,
,Door Works,2nd Floor,,Fixing & fiting Cost,APCS,11,Pcs,550,"6,050.00",
,Door Works,3rd Floor,,Main Door Frame,Ctg Shegun,1,Pcs,"22,000.00","22,000.00",
,Door Works,3rd Floor,,Main Door Shutter,Ctg Shegun,2,Pcs,"15,000.00","30,000.00",
,Door Works,3rd Floor,,Bed Room Door Frame,Teak Chamble,4,Pcs,"8,000.00","32,000.00",
,Door Works,3rd Floor,,Bed Room Door Shutter,Veneer Flash Door,84,Sft,185,"15,540.00",
,Door Works,3rd Floor,,Kitchen Door Frame,Teak Chamble,2,Pcs,"8,000.00","16,000.00",
,Door Works,3rd Floor,,Kitchen Door Shutter,Gamari,38,Sft,310,"11,780.00",
,Door Works,3rd Floor,,Toilet Door Frame,Teak Chamble,4,Pcs,"7,500.00","30,000.00",
,Door Works,3rd Floor,,Toilet Door Shutter,Gamari,4,Pcs,"5,000.00","20,000.00",
,Door Works,3rd Floor,,Cat Door Frame,Mehgoni (1.5X1.5),5,Pcs,900,"4,500.00",
,Door Works,3rd Floor,,Cat Door Shutter,APCS,48,Sft,120,"5,760.00",
,Door Works,3rd Floor,,Pvc Door,APCS,1,Pcs,"4,000.00","4,000.00",
,Door Works,3rd Floor,,Sliding Doors,APCS,,SFT,,0,
,Door Works,3rd Floor,,Handle lock,APCS,1,Pcs,"2,000.00","2,000.00",
,Door Works,3rd Floor,,Round Lock,APCS,10,Pcs,600,"6,000.00",
,Door Works,3rd Floor,,Door Knoker,APCS,1,Pcs,200,200,
,Door Works,3rd Floor,,Hinge,SS,50,Pcs,100,"5,000.00",
,Door Works,3rd Floor,,6 inch Tower Bolt,SS,12,Pcs,100,"1,200.00",
,Door Works,3rd Floor,,8 inch Tower Bolt,SS,7,Pcs,120,840,
,Door Works,3rd Floor,,Door stopper,APCS,8,Pcs,100,800,
,Door Works,3rd Floor,,Door Vapper,APCS,4,Pcs,20,80,
,Door Works,3rd Floor,,Clamp,MS,66,Pcs,20,"1,320.00",
,Door Works,3rd Floor,,Chain Hinge,SS,12,Feet,40,480,
,Door Works,3rd Floor,,Screw,SS,200,Pcs,1,200,
,Door Works,3rd Floor,,Fixing & fiting Cost,APCS,11,Pcs,550,"6,050.00",
,Door Works,4th Floor,,Main Door Frame,Ctg Shegun,1,Pcs,"22,000.00","22,000.00",
,Door Works,4th Floor,,Main Door Shutter,Ctg Shegun,2,Pcs,"15,000.00","30,000.00",
,Door Works,4th Floor,,Bed Room Door Frame,Shil Korai,4,Pcs,"4,800.00","19,200.00",
,Door Works,4th Floor,,Bed Room Door Shutter,Veneer Flash Door,84,Sft,200,"16,800.00",
,Door Works,4th Floor,,Kitchen Door Frame,Shil Korai,2,Pcs,"4,800.00","9,600.00",
,Door Works,4th Floor,,Kitchen Door Shutter,Veneer Flash Door,38,Sft,200,"7,600.00",
,Door Works,4th Floor,,Toilet Door Frame,Mehgoni,4,Pcs,"3,000.00","12,000.00",
,Door Works,4th Floor,,Toilet Door Shutter,Formica Door,64,Sft,285,"18,240.00",
,Door Works,4th Floor,,Cat Door Frame,Mehgoni (1.5X1.5),5,Pcs,"1,200.00","6,000.00",
,Door Works,4th Floor,,Cat Door Shutter,APCS,48,Sft,175,"8,400.00",
,Door Works,4th Floor,,Pvc Door,APCS,1,Pcs,"4,000.00","4,000.00",
,Door Works,4th Floor,,Sliding Doors,APCS,,SFT,,0,
,Door Works,4th Floor,,Handle lock,APCS,1,Pcs,"2,500.00","2,500.00",
,Door Works,4th Floor,,Round Lock,APCS,10,Pcs,600,"6,000.00",
,Door Works,4th Floor,,Door Knoker,APCS,1,Pcs,200,200,
,Door Works,4th Floor,,Hinge,SS,50,Pcs,100,"5,000.00",
,Door Works,4th Floor,,6 inch Tower Bolt,SS,12,Pcs,120,"1,440.00",
,Door Works,4th Floor,,8 inch Tower Bolt,SS,7,Pcs,150,"1,050.00",
,Door Works,4th Floor,,Door stopper,APCS,8,Pcs,150,"1,200.00",
,Door Works,4th Floor,,Door Vapper,APCS,4,Pcs,20,80,
,Door Works,4th Floor,,Clamp,MS,66,Pcs,20,"1,320.00",
,Door Works,4th Floor,,Chain Hinge,SS,12,Feet,40,480,
,Door Works,4th Floor,,Screw,SS,200,Pcs,1,200,
,Door Works,4th Floor,,Fixing & fiting Cost,APCS,11,Pcs,600,"6,600.00",
,Door Works,5th Floor,,Main Door Frame,Ctg Shegun,1,Pcs,"22,000.00","22,000.00",
,Door Works,5th Floor,,Main Door Shutter,Ctg Shegun,2,Pcs,"15,000.00","30,000.00",
,Door Works,5th Floor,,Bed Room Door Frame,Teak Chamble,4,Pcs,"8,000.00","32,000.00",
,Door Works,5th Floor,,Bed Room Door Shutter,Veneer Flash Door,84,Sft,185,"15,540.00",
,Door Works,5th Floor,,Kitchen Door Frame,Teak Chamble,2,Pcs,"8,000.00","16,000.00",
,Door Works,5th Floor,,Kitchen Door Shutter,Gamari,38,Sft,310,"11,780.00",
,Door Works,5th Floor,,Toilet Door Frame,Teak Chamble,4,Pcs,"7,500.00","30,000.00",
,Door Works,5th Floor,,Toilet Door Shutter,Gamari,4,Pcs,"5,000.00","20,000.00",
,Door Works,5th Floor,,Cat Door Frame,Mehgoni (1.5X1.5),5,Pcs,900,"4,500.00",
,Door Works,5th Floor,,Cat Door Shutter,APCS,48,Sft,120,"5,760.00",
,Door Works,5th Floor,,Pvc Door,APCS,1,Pcs,"4,000.00","4,000.00",
,Door Works,5th Floor,,Sliding Doors,APCS,,SFT,,0,
,Door Works,5th Floor,,Handle lock,APCS,1,Pcs,"2,000.00","2,000.00",
,Door Works,5th Floor,,Round Lock,APCS,10,Pcs,600,"6,000.00",
,Door Works,5th Floor,,Door Knoker,APCS,1,Pcs,200,200,
,Door Works,5th Floor,,Hinge,SS,50,Pcs,100,"5,000.00",
,Door Works,5th Floor,,6 inch Tower Bolt,SS,12,Pcs,100,"1,200.00",
,Door Works,5th Floor,,8 inch Tower Bolt,SS,7,Pcs,120,840,
,Door Works,5th Floor,,Door stopper,APCS,8,Pcs,100,800,
,Door Works,5th Floor,,Door Vapper,APCS,4,Pcs,20,80,
,Door Works,5th Floor,,Clamp,MS,66,Pcs,20,"1,320.00",
,Door Works,5th Floor,,Chain Hinge,SS,12,Feet,40,480,
,Door Works,5th Floor,,Screw,SS,200,Pcs,1,200,
,Door Works,5th Floor,,Fixing & fiting Cost,APCS,11,Pcs,550,"6,050.00",
,Door Works,6th Floor,,Main Door Frame,Ctg Shegun,1,Pcs,"22,000.00","22,000.00",
,Door Works,6th Floor,,Main Door Shutter,Ctg Shegun,2,Pcs,"15,000.00","30,000.00",
,Door Works,6th Floor,,Bed Room Door Frame,Shil Korai,4,Pcs,"4,800.00","19,200.00",
,Door Works,6th Floor,,Bed Room Door Shutter,Veneer Flash Door,84,Sft,200,"16,800.00",
,Door Works,6th Floor,,Kitchen Door Frame,Shil Korai,2,Pcs,"4,800.00","9,600.00",
,Door Works,6th Floor,,Kitchen Door Shutter,Veneer Flash Door,38,Sft,200,"7,600.00",
,Door Works,6th Floor,,Toilet Door Frame,Mehgoni,4,Pcs,"3,000.00","12,000.00",
,Door Works,6th Floor,,Toilet Door Shutter,Formica Door,64,Sft,285,"18,240.00",
,Door Works,6th Floor,,Cat Door Frame,Mehgoni (1.5X1.5),5,Pcs,"1,200.00","6,000.00",
,Door Works,6th Floor,,Cat Door Shutter,APCS,48,Sft,175,"8,400.00",
,Door Works,6th Floor,,Pvc Door,APCS,1,Pcs,"4,000.00","4,000.00",
,Door Works,6th Floor,,Sliding Doors,APCS,,SFT,,0,
,Door Works,6th Floor,,Handle lock,APCS,1,Pcs,"2,500.00","2,500.00",
,Door Works,6th Floor,,Round Lock,APCS,10,Pcs,600,"6,000.00",
,Door Works,6th Floor,,Door Knoker,APCS,1,Pcs,200,200,
,Door Works,6th Floor,,Hinge,SS,50,Pcs,100,"5,000.00",
,Door Works,6th Floor,,6 inch Tower Bolt,SS,12,Pcs,120,"1,440.00",
,Door Works,6th Floor,,8 inch Tower Bolt,SS,7,Pcs,150,"1,050.00",
,Door Works,6th Floor,,Door stopper,APCS,8,Pcs,150,"1,200.00",
,Door Works,6th Floor,,Door Vapper,APCS,4,Pcs,20,80,
,Door Works,6th Floor,,Clamp,MS,66,Pcs,20,"1,320.00",
,Door Works,6th Floor,,Chain Hinge,SS,12,Feet,40,480,
,Door Works,6th Floor,,Screw,SS,200,Pcs,1,200,
,Door Works,6th Floor,,Fixing & fiting Cost,APCS,11,Pcs,600,"6,600.00",
,Door Works,7th Floor,,Main Door Frame,Ctg Shegun,1,Pcs,"22,000.00","22,000.00",
,Door Works,7th Floor,,Main Door Shutter,Ctg Shegun,2,Pcs,"15,000.00","30,000.00",
,Door Works,7th Floor,,Bed Room Door Frame,Shil Korai,4,Pcs,"4,800.00","19,200.00",
,Door Works,7th Floor,,Bed Room Door Shutter,Veneer Flash Door,84,Sft,200,"16,800.00",
,Door Works,7th Floor,,Kitchen Door Frame,Shil Korai,2,Pcs,"4,800.00","9,600.00",
,Door Works,7th Floor,,Kitchen Door Shutter,Veneer Flash Door,38,Sft,200,"7,600.00",
,Door Works,7th Floor,,Toilet Door Frame,Mehgoni,4,Pcs,"3,000.00","12,000.00",
,Door Works,7th Floor,,Toilet Door Shutter,Formica Door,64,Sft,285,"18,240.00",
,Door Works,7th Floor,,Cat Door Frame,Mehgoni (1.5X1.5),5,Pcs,"1,200.00","6,000.00",
,Door Works,7th Floor,,Cat Door Shutter,APCS,48,Sft,175,"8,400.00",
,Door Works,7th Floor,,Pvc Door,APCS,1,Pcs,"4,000.00","4,000.00",
,Door Works,7th Floor,,Sliding Doors,APCS,,SFT,,0,
,Door Works,7th Floor,,Handle lock,APCS,1,Pcs,"2,500.00","2,500.00",
,Door Works,7th Floor,,Round Lock,APCS,10,Pcs,600,"6,000.00",
,Door Works,7th Floor,,Door Knoker,APCS,1,Pcs,200,200,
,Door Works,7th Floor,,Hinge,SS,50,Pcs,100,"5,000.00",
,Door Works,7th Floor,,6 inch Tower Bolt,SS,12,Pcs,120,"1,440.00",
,Door Works,7th Floor,,8 inch Tower Bolt,SS,7,Pcs,150,"1,050.00",
,Door Works,7th Floor,,Door stopper,APCS,8,Pcs,150,"1,200.00",
